r,similarRelation,tripleCountR,tripleCountS,jaccardScore
http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,532,643,0.5771812
http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,643,532,0.5771812
http://bias.org/vocab/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,190,160,0.5765766
http://bias.org/vocab/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,http://bias.org/vocab/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,160,190,0.5765766
http://bias.org/vocab/business/business_operation/cash./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/current_assets./measurement_unit/dated_money_value/currency,44,52,0.57377046
http://bias.org/vocab/business/business_operation/current_assets./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/cash./measurement_unit/dated_money_value/currency,52,44,0.57377046
http://bias.org/vocab/computer/operating_system_developer/operating_systems_developed,http://bias.org/vocab/computer/software_developer/software,6,5,0.5714286
http://bias.org/vocab/computer/software_developer/software,http://bias.org/vocab/computer/operating_system_developer/operating_systems_developed,5,6,0.5714286
http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/first_place,http://bias.org/vocab/base/contractbridge/bridge_player/teammates./base/contractbridge/bridge_player_teammates/teammate,21,15,0.5652174
http://bias.org/vocab/base/contractbridge/bridge_player/teammates./base/contractbridge/bridge_player_teammates/teammate,http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/first_place,15,21,0.5652174
http://bias.org/vocab/government/government_office_or_title/category,http://bias.org/vocab/government/government_office_or_title/office_holders./government/government_position_held/basic_title,13,12,0.5625
http://bias.org/vocab/government/government_office_or_title/office_holders./government/government_position_held/basic_title,http://bias.org/vocab/government/government_office_or_title/category,12,13,0.5625
http://bias.org/vocab/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency,190,151,0.55707765
http://bias.org/vocab/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,151,190,0.55707765
http://bias.org/vocab/film/film_character/portrayed_in_films./film/performance/special_performance_type,http://bias.org/vocab/tv/tv_character/appeared_in_tv_program./tv/regular_tv_appearance/special_performance_type,7,7,0.5555556
http://bias.org/vocab/film/special_film_performance_type/film_performance_type./film/performance/character,http://bias.org/vocab/tv/special_tv_performance_type/starring_performances./tv/regular_tv_appearance/character,8,6,0.5555556
http://bias.org/vocab/tv/special_tv_performance_type/starring_performances./tv/regular_tv_appearance/character,http://bias.org/vocab/film/special_film_performance_type/film_performance_type./film/performance/character,6,8,0.5555556
http://bias.org/vocab/tv/tv_character/appeared_in_tv_program./tv/regular_tv_appearance/special_performance_type,http://bias.org/vocab/film/film_character/portrayed_in_films./film/performance/special_performance_type,7,7,0.5555556
http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/first_place,http://bias.org/vocab/base/contractbridge/bridge_player/second_place_finish./base/contractbridge/bridge_tournament_standings/first_place,21,21,0.5555556
http://bias.org/vocab/base/contractbridge/bridge_player/second_place_finish./base/contractbridge/bridge_tournament_standings/first_place,http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/first_place,21,21,0.5555556
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/position,http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/position,65,92,0.55445546
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/position,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/position,92,65,0.55445546
http://bias.org/vocab/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,476,456,0.55074877
http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,http://bias.org/vocab/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,456,476,0.55074877
http://bias.org/vocab/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/athlete,http://bias.org/vocab/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medalist,36,29,0.54761904
http://bias.org/vocab/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medalist,http://bias.org/vocab/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/athlete,29,36,0.54761904
http://bias.org/vocab/business/business_operation/cash./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,44,61,0.5441176
http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/cash./measurement_unit/dated_money_value/currency,61,44,0.5441176
http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/second_place,http://bias.org/vocab/base/contractbridge/bridge_player/second_place_finish./base/contractbridge/bridge_tournament_standings/first_place,19,21,0.53846157
http://bias.org/vocab/base/contractbridge/bridge_player/second_place_finish./base/contractbridge/bridge_tournament_standings/first_place,http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/second_place,21,19,0.53846157
http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/position,http://bias.org/vocab/soccer/football_player/position_s,61,62,0.5375
http://bias.org/vocab/soccer/football_player/position_s,http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/position,62,61,0.5375
http://bias.org/vocab/business/business_operation/net_profit./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/retained_earnings./measurement_unit/dated_money_value/currency,74,55,0.53571427
http://bias.org/vocab/business/business_operation/retained_earnings./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/net_profit./measurement_unit/dated_money_value/currency,55,74,0.53571427
http://bias.org/vocab/tennis/tennis_player/matches_lost./tennis/tennis_match/winner,http://bias.org/vocab/tennis/tennis_player/matches_won./tennis/tennis_match/loser,11,12,0.53333336
http://bias.org/vocab/tennis/tennis_player/matches_won./tennis/tennis_match/loser,http://bias.org/vocab/tennis/tennis_player/matches_lost./tennis/tennis_match/winner,12,11,0.53333336
http://bias.org/vocab/broadcast/content/genre,http://bias.org/vocab/broadcast/radio_station/format,14,12,0.5294118
http://bias.org/vocab/broadcast/radio_station/format,http://bias.org/vocab/broadcast/content/genre,12,14,0.5294118
http://bias.org/vocab/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,http://bias.org/vocab/education/university/local_tuition./measurement_unit/dated_money_value/currency,476,360,0.52554744
http://bias.org/vocab/education/university/local_tuition./measurement_unit/dated_money_value/currency,http://bias.org/vocab/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,360,476,0.52554744
http://bias.org/vocab/olympics/olympic_athlete/country./olympics/olympic_athlete_affiliation/country,http://bias.org/vocab/olympics/olympic_athlete/medals_won./olympics/olympic_medal_honor/country,38,26,0.52380955
http://bias.org/vocab/olympics/olympic_athlete/medals_won./olympics/olympic_medal_honor/country,http://bias.org/vocab/olympics/olympic_athlete/country./olympics/olympic_athlete_affiliation/country,26,38,0.52380955
http://bias.org/vocab/education/university/local_tuition./measurement_unit/dated_money_value/currency,http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,360,456,0.52238804
http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,http://bias.org/vocab/education/university/local_tuition./measurement_unit/dated_money_value/currency,456,360,0.52238804
http://bias.org/vocab/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,190,149,0.5201794
http://bias.org/vocab/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,149,190,0.5201794
http://bias.org/vocab/soccer/football_player/position_s,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/position,62,65,0.5119048
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/position,http://bias.org/vocab/soccer/football_player/position_s,65,62,0.5119048
http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/position,http://bias.org/vocab/soccer/football_player/position_s,60,62,0.50617284
http://bias.org/vocab/soccer/football_player/position_s,http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/position,62,60,0.50617284
http://bias.org/vocab/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,220,160,0.5019763
http://bias.org/vocab/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,http://bias.org/vocab/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,160,220,0.5019763
