head,predicate,tail,dataset
01629000,_derivationally_related_form,13758745,train
06769392,_derivationally_related_form,00617748,train
08540903,_has_part,08537837,train
01387301,_derivationally_related_form,03397532,train
02566227,_hypernym,02566528,train
01194331,_synset_domain_topic_of,08441203,train
15224293,_synset_domain_topic_of,08441203,test
06845599,_member_of_domain_usage,03319858,train
02374451,_member_meronym,02376542,train
06927736,_hypernym,06926458,train
00616361,_derivationally_related_form,00741478,train
08860123,_member_of_domain_region,04305323,train
04045787,_hypernym,03387016,valid
04687333,_derivationally_related_form,02376277,train
14500567,_derivationally_related_form,02739861,train
00489837,_derivationally_related_form,01498769,train
09943541,_synset_domain_topic_of,08199025,train
03777283,_hypernym,04076846,train
01454246,_derivationally_related_form,09897696,train
01627947,_verb_group,00545557,train
12329899,_member_meronym,12330751,train
14577469,_hypernym,13920835,train
00916909,_derivationally_related_form,11418138,valid
01966204,_member_meronym,01966377,train
02457825,_hypernym,02458103,train
00431117,_verb_group,00431327,train
01048466,_derivationally_related_form,00024279,train
01517175,_hypernym,01332730,train
08800258,_member_of_domain_region,08626947,train
07281635,_hypernym,07020895,train
02025009,_derivationally_related_form,09252970,train
07828156,_hypernym,07809368,train
01720491,_derivationally_related_form,09884666,train
08487504,_member_meronym,08896092,test
11828113,_member_meronym,11828247,train
03944672,_hypernym,04493505,train
02655020,_has_part,07781972,train
01497458,_hypernym,01494310,train
10626722,_hypernym,00007846,train
00563824,_derivationally_related_form,13741022,train
00568234,_derivationally_related_form,05927813,train
02201252,_hypernym,01762525,train
01896031,_hypernym,05237755,train
13180304,_hypernym,13167078,train
12058429,_hypernym,11556857,train
01843904,_hypernym,01843689,train
11867525,_member_meronym,11873396,train
09903936,_hypernym,00007846,train
02472987,_hypernym,02472293,train
09306257,_instance_hypernym,09411430,train
01775879,_member_meronym,01780551,train
14038993,_derivationally_related_form,01826723,train
00632627,_derivationally_related_form,05651680,train
12202352,_member_meronym,12204546,train
02040698,_member_meronym,02040872,train
06759974,_hypernym,06759776,train
06793426,_derivationally_related_form,00991683,train
01313093,_member_meronym,01923171,train
14985383,_hypernym,14984973,train
08929243,_instance_hypernym,08700255,valid
00639556,_has_part,05798569,test
09921792,_hypernym,10705615,train
01538775,_member_meronym,01538955,train
12696830,_hypernym,13135832,train
00786458,_derivationally_related_form,01006675,train
04043733,_derivationally_related_form,01007495,train
07962991,_hypernym,07961480,train
05938795,_derivationally_related_form,01743784,train
05016171,_derivationally_related_form,00372665,train
00289532,_derivationally_related_form,04962062,train
01865197,_also_see,01001689,train
02129289,_derivationally_related_form,10576071,train
11911591,_member_meronym,11961266,train
02063516,_hypernym,01862557,train
01634142,_hypernym,01631534,train
01014066,_derivationally_related_form,01384439,train
02045790,_derivationally_related_form,02939919,train
08766988,_has_part,08771277,train
01990281,_derivationally_related_form,08660339,train
00586262,_hypernym,00582388,train
05600637,_has_part,05601758,train
00946105,_derivationally_related_form,03588414,train
00603866,_hypernym,00586262,train
09464335,_instance_hypernym,09475292,valid
06796642,_derivationally_related_form,01067816,train
01257612,_derivationally_related_form,04629604,train
10091651,_hypernym,09614684,train
01825417,_member_meronym,01825930,train
00591725,_derivationally_related_form,09996920,train
08428019,_hypernym,00296585,train
00616361,_hypernym,00616153,train
00412696,_derivationally_related_form,04787324,train
10642151,_hypernym,10633450,train
14394094,_hypernym,14417300,train
14997012,_derivationally_related_form,00332154,train
11595312,_hypernym,08103777,train
01097292,_has_part,01094725,train
01385920,_derivationally_related_form,09307300,train
01974062,_derivationally_related_form,03664514,train
13988224,_hypernym,13987719,train
08502797,_instance_hypernym,08574314,train
01558594,_hypernym,01557185,train
10782791,_hypernym,10118844,train
14850826,_hypernym,14951377,train
04784664,_hypernym,04723816,train
11751765,_hypernym,13118707,train
04818284,_derivationally_related_form,02393401,train
00552619,_derivationally_related_form,05064827,train
09278537,_derivationally_related_form,00335366,train
02651846,_member_meronym,02652132,train
08822855,_has_part,09313241,train
01642943,_hypernym,01639765,train
00382109,_derivationally_related_form,00374534,train
00860434,_synset_domain_topic_of,12992868,train
08159924,_hypernym,07971582,test
01404813,_hypernym,01388130,train
00583759,_derivationally_related_form,00747215,train
00464962,_also_see,01926376,train
02276866,_hypernym,02321757,train
09099526,_has_part,09332976,train
01142899,_derivationally_related_form,01789740,train
00574218,_derivationally_related_form,00847340,train
12666159,_hypernym,12665048,train
15274863,_derivationally_related_form,02208903,train
07201365,_hypernym,07160883,train
01033903,_hypernym,01033458,train
00663353,_verb_group,00662589,train
09752927,_hypernym,00007846,valid
00849768,_derivationally_related_form,02739121,train
12780563,_hypernym,12779603,train
01493741,_also_see,00486018,train
03485655,_hypernym,04599396,train
10295819,_hypernym,00007846,test
02344243,_hypernym,02344060,train
02619861,_hypernym,02554730,train
07988857,_derivationally_related_form,01292885,train
09629752,_derivationally_related_form,02102002,train
04646990,_hypernym,04646548,train
07889274,_hypernym,07887634,train
13054211,_member_meronym,13054560,train
01185981,_verb_group,01186208,train
06740644,_hypernym,06740183,train
00805376,_derivationally_related_form,07175241,train
03634469,_instance_hypernym,04078747,train
03082979,_derivationally_related_form,02337364,train
07545161,_derivationally_related_form,02538086,train
09213565,_hypernym,09437454,train
01372189,_derivationally_related_form,03976657,train
09372504,_has_part,08735564,train
03604629,_hypernym,03091374,train
02482425,_derivationally_related_form,10231087,train
00314469,_has_part,00815173,train
02641035,_derivationally_related_form,15271008,train
00916909,_derivationally_related_form,06782680,train
04922113,_hypernym,04921754,train
13580415,_derivationally_related_form,02335828,train
10067011,_derivationally_related_form,07244613,valid
00827782,_hypernym,00817680,train
05072911,_derivationally_related_form,02040652,train
08756202,_has_part,08755852,train
04526241,_derivationally_related_form,00488770,train
10495555,_hypernym,10721470,train
02641825,_member_meronym,02644967,train
08253640,_derivationally_related_form,01185981,train
08024408,_instance_hypernym,08392137,train
00406243,_derivationally_related_form,01143040,train
01258617,_derivationally_related_form,02472293,train
00449295,_hypernym,00449692,train
08157672,_hypernym,07971582,train
03251766,_derivationally_related_form,00218475,train
05194151,_hypernym,05190804,train
01323355,_derivationally_related_form,00054628,train
07977592,_has_part,06576265,train
00283568,_derivationally_related_form,01912893,train
13081369,_hypernym,11590783,train
01179707,_derivationally_related_form,01613463,train
01921964,_derivationally_related_form,03126385,train
03663531,_hypernym,04077734,train
06906971,_derivationally_related_form,02611442,train
12954185,_member_meronym,12954353,test
12663554,_member_meronym,12664005,train
04917439,_hypernym,04916342,train
13554343,_hypernym,00029677,train
08430568,_hypernym,08426461,train
01086103,_derivationally_related_form,07472657,train
06985892,_hypernym,06986276,train
15274305,_hypernym,15271008,train
02297127,_hypernym,01762525,train
00828990,_hypernym,00817680,train
00953559,_derivationally_related_form,01092366,train
01716619,_verb_group,01719921,train
03431745,_hypernym,04576971,train
02944826,_derivationally_related_form,02653159,train
14001348,_hypernym,00024720,train
00765396,_derivationally_related_form,09607280,train
07670731,_hypernym,14580897,train
02523521,_derivationally_related_form,07365193,train
02472495,_derivationally_related_form,01011425,train
01302086,_has_part,01283935,train
08910668,_has_part,09169038,train
02680814,_derivationally_related_form,07362075,train
00752954,_hypernym,00752431,train
02365672,_member_meronym,02365848,train
01138204,_derivationally_related_form,01246926,train
01310660,_derivationally_related_form,00922327,train
12874429,_hypernym,11744583,train
09152944,_has_part,09154731,train
01843364,_hypernym,01843055,train
09487022,_hypernym,09492123,train
01635432,_derivationally_related_form,05936381,train
01725886,_synset_domain_topic_of,07020895,train
02679142,_derivationally_related_form,00949288,train
07947958,_derivationally_related_form,02421374,train
02766534,_derivationally_related_form,01871979,train
06584891,_hypernym,06355894,test
01696135,_derivationally_related_form,04683136,train
10828990,_instance_hypernym,10537240,train
00946499,_derivationally_related_form,00264386,train
00066685,_hypernym,00126264,train
14416473,_hypernym,14416089,train
01279615,_instance_hypernym,00956485,test
10066732,_derivationally_related_form,00681429,train
14395955,_hypernym,14395403,train
00630634,_hypernym,00624738,test
00782057,_derivationally_related_form,10623354,train
09940987,_hypernym,09940725,train
02431320,_derivationally_related_form,01201429,train
11662128,_hypernym,11661372,train
09158501,_instance_hypernym,08524735,train
12279458,_hypernym,12268246,train
00132982,_hypernym,00131090,train
13879126,_hypernym,13866144,train
07530478,_hypernym,07526757,train
07139316,_hypernym,07138085,train
12808933,_member_meronym,12810318,train
12053138,_member_meronym,12053405,train
00922867,_derivationally_related_form,01004582,train
10042300,_derivationally_related_form,01168468,train
00360143,_derivationally_related_form,01321002,train
03391301,_derivationally_related_form,01586850,train
02077656,_verb_group,01433294,train
00260622,_derivationally_related_form,00265673,train
00031820,_also_see,00851933,train
02071627,_derivationally_related_form,14997888,train
01807529,_hypernym,01761706,train
05232972,_hypernym,05230603,train
01460408,_synset_domain_topic_of,00243918,train
00470966,_hypernym,00468480,train
05207130,_derivationally_related_form,01017738,train
05928513,_hypernym,05926676,train
00324834,_derivationally_related_form,01455866,train
02499178,_hypernym,01864707,test
01264447,_derivationally_related_form,00944548,train
05668095,_hypernym,05667613,train
11814584,_hypernym,11669921,valid
12493208,_has_part,12493426,train
09275473,_has_part,09013074,train
01380902,_member_meronym,01381044,train
11983160,_member_meronym,11983375,train
01144873,_synset_domain_topic_of,00455599,train
00962190,_hypernym,00980453,train
03195485,_derivationally_related_form,02651424,train
09626238,_derivationally_related_form,02672187,train
01023636,_hypernym,01184814,train
06641924,_hypernym,06639674,train
05591256,_hypernym,05289861,train
01031256,_derivationally_related_form,00121166,train
13660178,_derivationally_related_form,00491689,train
06522501,_derivationally_related_form,02208537,train
00702226,_hypernym,00701040,train
01521603,_hypernym,01285440,train
02565728,_member_meronym,02567201,train
02562085,_member_meronym,02562315,train
01997680,_hypernym,01994442,valid
02523784,_verb_group,02523521,train
04447443,_hypernym,03575240,train
10506915,_derivationally_related_form,00660102,train
11911591,_member_meronym,12023996,train
06558678,_hypernym,06556692,train
09025728,_instance_hypernym,08524735,train
04726938,_derivationally_related_form,01258617,train
00510189,_hypernym,00509846,train
01407904,_verb_group,01509584,train
01038538,_hypernym,01037910,train
01660719,_member_meronym,01695259,train
01721556,_verb_group,00010435,train
12708654,_hypernym,12708293,train
02219094,_derivationally_related_form,13365286,train
03481521,_hypernym,03997484,valid
09476521,_hypernym,09190918,train
14372286,_hypernym,14371913,train
13342987,_hypernym,13342692,train
10400998,_derivationally_related_form,00852685,train
00383275,_hypernym,00382635,train
08927678,_instance_hypernym,08524735,train
05331404,_hypernym,05329735,train
09275473,_has_part,09011151,train
00100905,_hypernym,00100551,train
05499828,_has_part,05500465,train
13812607,_derivationally_related_form,00031921,train
07666521,_derivationally_related_form,01142761,train
10745770,_hypernym,10129825,train
04727214,_hypernym,04723816,train
01719302,_derivationally_related_form,07007945,train
13651520,_derivationally_related_form,13660337,train
08860123,_member_of_domain_usage,07707451,train
02237239,_member_meronym,02237730,train
12238306,_member_meronym,12238913,train
12326842,_hypernym,11567411,train
09451864,_instance_hypernym,09411430,train
04935239,_hypernym,04935003,valid
10312287,_hypernym,10631941,train
00599992,_derivationally_related_form,05755883,train
01636993,_hypernym,01636397,train
12808007,_hypernym,12806732,train
02181973,_derivationally_related_form,10714851,train
09895222,_hypernym,10480253,train
00262792,_derivationally_related_form,04857083,train
02514988,_hypernym,08103777,train
04595285,_hypernym,03563200,train
03865371,_hypernym,02773838,train
00480751,_derivationally_related_form,03789946,train
00665358,_derivationally_related_form,01202728,train
00866505,_hypernym,01629958,train
10938640,_instance_hypernym,10528816,train
00329819,_hypernym,00329227,train
07520112,_derivationally_related_form,01796346,train
00054628,_derivationally_related_form,07324380,train
08893223,_instance_hypernym,09203827,train
11086607,_instance_hypernym,10453533,train
01041111,_derivationally_related_form,00887463,train
05457469,_has_part,01458302,train
08196230,_has_part,08197386,train
01660719,_member_meronym,01661404,train
00507143,_derivationally_related_form,07643981,train
00908621,_verb_group,02684254,train
08762823,_instance_hypernym,08691669,train
01787106,_derivationally_related_form,07516354,train
12660009,_member_meronym,12662223,train
11329281,_instance_hypernym,10214637,train
10681194,_derivationally_related_form,02616713,train
00337210,_hypernym,00331950,train
02652979,_member_meronym,02653359,train
00749230,_derivationally_related_form,04708113,train
05721990,_derivationally_related_form,02869097,train
00415044,_derivationally_related_form,10583387,train
01254477,_hypernym,01552519,train
09025189,_instance_hypernym,08633957,train
01764800,_derivationally_related_form,15274441,train
01374989,_member_meronym,01375204,train
11867525,_member_meronym,11881563,train
12771085,_hypernym,11745817,train
06845599,_member_of_domain_usage,04518854,train
03420559,_derivationally_related_form,02023992,train
05155123,_derivationally_related_form,02590072,train
12965209,_hypernym,11590783,train
02655355,_hypernym,01429349,train
00100551,_hypernym,02407987,train
01800424,_hypernym,01789386,train
08640111,_derivationally_related_form,01305542,train
00520881,_derivationally_related_form,14641397,train
00752335,_derivationally_related_form,10317007,train
05689249,_derivationally_related_form,00908099,train
09334396,_derivationally_related_form,01981436,train
11601177,_hypernym,11600372,train
09937903,_hypernym,10107303,train
06773434,_hypernym,06771653,train
01244410,_also_see,02510879,train
00065639,_hypernym,02108026,train
04660536,_derivationally_related_form,01194483,train
10695555,_derivationally_related_form,00850501,train
08961970,_instance_hypernym,09316454,train
01392918,_hypernym,00173338,train
09897696,_derivationally_related_form,01449974,train
07132415,_derivationally_related_form,00978369,train
05501185,_has_part,05500992,train
00752493,_also_see,02384686,valid
13851067,_hypernym,13850304,train
02743547,_derivationally_related_form,09812338,train
12829099,_member_meronym,12832976,train
02399000,_has_part,02399942,train
05933834,_hypernym,05933246,train
08968390,_instance_hypernym,08574314,train
01013156,_derivationally_related_form,02354112,train
01758339,_derivationally_related_form,05053688,train
08774374,_instance_hypernym,08524735,valid
08677801,_hypernym,08569165,train
02395244,_member_meronym,02396427,train
01090335,_derivationally_related_form,00953559,train
08713772,_has_part,08815858,train
00595785,_derivationally_related_form,09983572,train
12030265,_member_meronym,12030654,train
13369857,_has_part,13343526,train
01951480,_also_see,02465939,train
02237338,_derivationally_related_form,00203342,train
02328662,_member_meronym,02328942,train
00132385,_derivationally_related_form,05556943,train
07378234,_hypernym,07371293,train
01639369,_member_meronym,01647803,train
04473432,_derivationally_related_form,01853696,train
09155306,_has_part,09192708,train
09283623,_hypernym,09225146,test
08921850,_instance_hypernym,08700255,test
08405124,_synset_domain_topic_of,08199025,train
10280674,_hypernym,10415638,train
02873623,_synset_domain_topic_of,08199025,train
12196129,_hypernym,13104059,train
12459471,_member_meronym,12459629,train
00045240,_hypernym,00044149,train
02680814,_derivationally_related_form,07365849,train
10553805,_hypernym,09608709,train
00134564,_hypernym,00109660,train
10150794,_derivationally_related_form,00916909,train
02181013,_member_meronym,02181599,train
00601822,_derivationally_related_form,00084371,train
10702615,_derivationally_related_form,10702781,train
12234513,_hypernym,11575425,train
08792548,_member_of_domain_region,08345613,train
00082714,_derivationally_related_form,03237639,train
03150795,_synset_domain_topic_of,06128570,train
09943811,_derivationally_related_form,07169480,train
01376620,_hypernym,01494310,valid
01880937,_hypernym,01862557,train
09895222,_derivationally_related_form,00282613,train
09385137,_derivationally_related_form,02469274,train
00547493,_derivationally_related_form,09543353,train
01672490,_hypernym,01673472,train
08906374,_has_part,09375693,train
02246686,_verb_group,02246456,train
08524735,_derivationally_related_form,00499642,train
10201535,_derivationally_related_form,02576921,train
09815790,_hypernym,09632518,train
09774266,_hypernym,09824361,train
00253395,_derivationally_related_form,01815471,train
00418903,_derivationally_related_form,02572119,train
09044862,_member_of_domain_region,08676349,train
01611516,_verb_group,02071142,train
00131090,_synset_domain_topic_of,00471613,train
08994834,_instance_hypernym,08633957,train
00531904,_hypernym,00109660,train
01084588,_synset_domain_topic_of,00461782,train
00776732,_hypernym,00780889,train
03290771,_derivationally_related_form,02016523,train
01148283,_also_see,00362467,train
01040707,_derivationally_related_form,05301908,valid
11885697,_member_meronym,11885856,train
06875094,_hypernym,06873571,test
12169776,_member_meronym,12170585,train
00255214,_derivationally_related_form,00035603,train
11251531,_instance_hypernym,10430665,train
01879983,_member_meronym,01880152,train
05968971,_hypernym,06167328,train
01096497,_derivationally_related_form,00586262,train
04017137,_hypernym,03247620,valid
08664443,_derivationally_related_form,01494310,train
02639075,_derivationally_related_form,10270232,train
04137444,_derivationally_related_form,02043982,train
08588916,_hypernym,08630039,train
00639998,_derivationally_related_form,06021761,train
06676416,_hypernym,06634376,train
13538182,_hypernym,13475538,train
02489916,_hypernym,02488834,train
01955463,_member_meronym,01965747,train
00751145,_derivationally_related_form,00202236,train
00005526,_derivationally_related_form,00834460,train
12354068,_member_meronym,12354849,train
10583250,_hypernym,09821831,train
11896365,_hypernym,11575425,train
01256157,_derivationally_related_form,00942234,train
12920719,_hypernym,12917901,train
02004855,_hypernym,02002075,train
12170415,_member_meronym,12171503,train
14346909,_hypernym,14336539,train
07122555,_hypernym,07120524,train
02130308,_hypernym,02127808,train
06664051,_hypernym,06652242,train
06898352,_synset_domain_topic_of,06128570,train
06253371,_derivationally_related_form,02043190,train
12519328,_hypernym,11585340,train
01183638,_synset_domain_topic_of,08441203,train
06758835,_derivationally_related_form,00434077,train
03430551,_has_part,03064935,train
03664514,_hypernym,03183080,train
05802547,_synset_domain_topic_of,06000644,train
02297742,_derivationally_related_form,07185076,train
13273550,_derivationally_related_form,00689673,train
09958724,_hypernym,10640620,train
00222472,_derivationally_related_form,00971463,train
07686873,_derivationally_related_form,00322151,train
09455640,_instance_hypernym,09411430,train
09720256,_hypernym,09738400,train
08048300,_synset_domain_topic_of,00759694,train
00037919,_derivationally_related_form,00427853,train
10046527,_derivationally_related_form,01642924,train
06729864,_hypernym,06729499,train
00118733,_hypernym,00116687,test
13143097,_member_meronym,13143285,train
09070793,_has_part,04555101,train
11452218,_hypernym,11419404,train
05718254,_derivationally_related_form,02180529,train
02448185,_derivationally_related_form,00237078,train
01567275,_hypernym,01494310,train
02145084,_member_meronym,02147034,train
07519773,_derivationally_related_form,01782650,test
11465017,_derivationally_related_form,02769241,train
02223479,_hypernym,02222318,train
06172294,_synset_domain_topic_of,15259284,train
05808218,_derivationally_related_form,00918872,train
11864602,_member_meronym,11867070,train
06733939,_hypernym,06634376,train
00342565,_hypernym,00342028,train
00949288,_derivationally_related_form,01417451,train
01080366,_hypernym,00029378,train
10365399,_derivationally_related_form,00457998,train
01103180,_derivationally_related_form,07476623,train
07175102,_derivationally_related_form,00624801,train
10349243,_derivationally_related_form,02558172,train
10012244,_hypernym,10630188,train
10526300,_hypernym,10034201,train
05768252,_hypernym,05767733,train
02419773,_derivationally_related_form,10241300,train
01731031,_derivationally_related_form,07048000,train
01656788,_hypernym,01617192,train
04305323,_hypernym,03719053,train
01049266,_derivationally_related_form,02158587,train
00624801,_hypernym,00624476,train
11085924,_instance_hypernym,10547145,train
04834228,_hypernym,04833687,train
10294602,_derivationally_related_form,01566476,train
09721244,_hypernym,09686536,train
08174398,_hypernym,08294696,train
02584475,_derivationally_related_form,10007109,train
01612053,_also_see,00788821,train
07448232,_hypernym,07447641,valid
09003284,_member_of_domain_region,10718665,train
11794267,_member_meronym,11795774,train
01159964,_derivationally_related_form,01687569,train
04996823,_derivationally_related_form,00133851,train
00066901,_hypernym,00066636,train
00405853,_hypernym,00126264,train
00357275,_derivationally_related_form,01456771,train
02456493,_derivationally_related_form,07451687,valid
05944958,_derivationally_related_form,00755745,train
08853741,_has_part,09202810,train
09694529,_hypernym,09641757,train
08860123,_member_of_domain_region,03813834,train
11062285,_instance_hypernym,09765278,train
02897237,_hypernym,03956922,train
01661091,_hypernym,01471682,train
10351625,_derivationally_related_form,00616857,train
15252635,_hypernym,15120823,train
00118523,_derivationally_related_form,15133621,test
00102303,_hypernym,00006238,train
12084746,_hypernym,11556857,train
07976936,_derivationally_related_form,01428853,train
06295235,_member_of_domain_usage,04450749,train
03446268,_synset_domain_topic_of,00464894,train
00570590,_derivationally_related_form,05675130,train
12566627,_hypernym,15098161,train
00443116,_derivationally_related_form,14110411,train
02402112,_derivationally_related_form,14413993,train
02262178,_hypernym,02159955,train
02968473,_has_part,02765028,train
05970755,_synset_domain_topic_of,06158346,train
04680285,_hypernym,03178782,train
01241073,_derivationally_related_form,07252378,train
01941223,_hypernym,01940736,train
02671421,_derivationally_related_form,02342132,train
10997553,_instance_hypernym,10566072,train
03236423,_hypernym,02792552,train
01033527,_derivationally_related_form,05123760,train
01173660,_derivationally_related_form,01152040,train
15037339,_synset_domain_topic_of,06051542,train
06731510,_synset_domain_topic_of,08441203,train
07299569,_synset_domain_topic_of,06128570,train
02231661,_derivationally_related_form,09469285,train
00442669,_hypernym,00445169,train
09117351,_has_part,09118639,train
14582220,_has_part,09476717,train
02215966,_derivationally_related_form,08070850,train
03441345,_hypernym,03079741,train
06621771,_hypernym,06619428,train
01855188,_hypernym,01854415,train
07143137,_derivationally_related_form,00876665,test
02443609,_hypernym,02441022,train
02887209,_hypernym,04359589,train
12226322,_member_meronym,12227220,train
00044455,_derivationally_related_form,00528990,train
01699539,_hypernym,01698271,train
12100538,_member_meronym,12116881,train
12813393,_member_meronym,12815060,train
07314427,_hypernym,07304852,train
13444940,_derivationally_related_form,02687191,train
01819600,_hypernym,01507175,train
02226981,_hypernym,02280132,train
00164152,_derivationally_related_form,00879540,train
03693973,_hypernym,02831724,train
00757544,_derivationally_related_form,07207410,train
12059090,_hypernym,11556857,train
05426989,_has_part,05456456,valid
06566805,_hypernym,06566077,train
05794694,_derivationally_related_form,01638368,train
07497797,_hypernym,07497473,train
13864763,_hypernym,00027807,train
01804478,_hypernym,01806567,train
02011865,_derivationally_related_form,07302267,train
12171966,_hypernym,12205694,train
04204468,_derivationally_related_form,01219004,train
05070032,_derivationally_related_form,00535452,train
04046590,_derivationally_related_form,02330407,train
02627835,_hypernym,02623445,train
10261388,_hypernym,10294602,train
11107901,_instance_hypernym,10020890,train
05058580,_derivationally_related_form,00702601,train
08970189,_instance_hypernym,08524735,train
00452512,_hypernym,00126264,valid
00253395,_synset_domain_topic_of,00704305,train
02138611,_derivationally_related_form,15247110,train
11536778,_member_meronym,11537886,train
03804744,_has_part,03042829,train
02315525,_derivationally_related_form,10168584,train
04981139,_derivationally_related_form,02176268,train
05316025,_derivationally_related_form,02167052,train
01956924,_member_meronym,01957075,train
08929922,_has_part,09194357,train
12642734,_hypernym,13118707,valid
00125126,_derivationally_related_form,01249724,train
01129920,_hypernym,01123598,train
01589286,_hypernym,01525720,train
10051975,_derivationally_related_form,00416135,train
00591725,_hypernym,00586262,train
12516584,_hypernym,13112664,train
00528667,_has_part,07009640,train
00899352,_derivationally_related_form,07274890,train
00369864,_hypernym,00146138,train
07790081,_hypernym,07775905,valid
12797693,_hypernym,11585340,train
04330340,_has_part,03454536,train
00806502,_derivationally_related_form,06687178,train
13327231,_hypernym,13331198,train
02189363,_hypernym,02188699,train
00209598,_synset_domain_topic_of,06084469,train
01131902,_derivationally_related_form,02866578,train
05725527,_derivationally_related_form,00372665,train
10213652,_hypernym,09631129,train
10695555,_hypernym,09631129,train
01987353,_member_meronym,01987545,test
05284333,_has_part,05273684,train
05535095,_hypernym,05249636,train
08254195,_hypernym,08253815,train
01031256,_derivationally_related_form,06264398,train
11722621,_hypernym,11720353,train
15232406,_has_part,15232899,train
01257173,_hypernym,01552519,train
01824244,_also_see,01825671,train
02260183,_member_meronym,02260421,train
02241184,_member_meronym,02242942,train
00900957,_derivationally_related_form,01688256,train
11771924,_hypernym,11771539,train
00429060,_derivationally_related_form,00353782,train
10387324,_synset_domain_topic_of,00471613,train
01258642,_hypernym,01258302,train
10204921,_hypernym,10622053,train
05496990,_has_part,05499172,train
12838027,_member_meronym,12850718,train
13460299,_derivationally_related_form,00092293,train
02233096,_member_meronym,02233338,test
05982152,_derivationally_related_form,01633825,train
02277303,_synset_domain_topic_of,00766234,train
00794367,_derivationally_related_form,00786458,train
09820263,_hypernym,09613191,train
00271263,_derivationally_related_form,01800422,train
00590047,_derivationally_related_form,10468962,train
01463259,_hypernym,05225602,train
11414608,_derivationally_related_form,00776523,train
07439284,_derivationally_related_form,01901783,train
12370842,_hypernym,11565385,train
14999913,_hypernym,14618253,train
00682928,_hypernym,00681429,train
01378556,_derivationally_related_form,00367976,train
02218635,_hypernym,02304982,train
10363445,_hypernym,09626589,train
02043665,_hypernym,02043501,train
02603699,_derivationally_related_form,00927017,train
02530936,_derivationally_related_form,00141027,train
01933900,_derivationally_related_form,06260121,train
02554647,_hypernym,02554922,train
12002651,_hypernym,12205694,train
14692026,_hypernym,03008275,train
07379963,_derivationally_related_form,01237398,valid
00434374,_derivationally_related_form,07421316,train
00883297,_derivationally_related_form,00829107,train
01507143,_derivationally_related_form,10435988,train
03940256,_has_part,03974215,train
12590842,_hypernym,11556857,train
01918183,_derivationally_related_form,00284101,train
07243837,_synset_domain_topic_of,01032368,test
14655371,_hypernym,14625458,train
01634684,_member_meronym,01635343,train
01015310,_hypernym,01014990,train
00075912,_hypernym,00074790,train
05426989,_has_part,05240850,train
03966751,_derivationally_related_form,01248023,train
01664862,_member_meronym,01664990,train
08783583,_member_meronym,09711530,train
12401122,_member_meronym,12402051,train
08853741,_has_part,08855609,train
00149699,_hypernym,00149508,train
07135734,_derivationally_related_form,00962447,train
00360932,_derivationally_related_form,07320302,train
03708036,_derivationally_related_form,00998399,train
13395897,_hypernym,13393762,train
00145299,_derivationally_related_form,13874558,train
01390833,_derivationally_related_form,03584829,train
00946755,_derivationally_related_form,13582013,train
03222516,_derivationally_related_form,02182109,train
08132955,_has_part,08133189,train
08022259,_has_part,08040257,train
02722782,_derivationally_related_form,14451349,train
00194170,_hypernym,01854132,train
01128193,_derivationally_related_form,00817680,train
01471070,_member_meronym,01429349,train
05818741,_hypernym,05817396,train
06707709,_hypernym,06706676,train
00114291,_derivationally_related_form,07595180,train
02455407,_derivationally_related_form,06767035,train
09693618,_hypernym,09692624,train
08975106,_member_meronym,09725653,train
01806505,_derivationally_related_form,10615179,train
01657828,_derivationally_related_form,05870180,train
05060783,_hypernym,07296428,train
02500884,_also_see,00933154,train
03133141,_derivationally_related_form,10422540,train
13725588,_has_part,13725457,train
01549641,_hypernym,01549430,train
12629946,_hypernym,11585340,train
01811736,_hypernym,01761706,train
12663804,_has_part,12664710,train
01227137,_also_see,01983797,train
00396825,_derivationally_related_form,00201034,train
01477806,_synset_domain_topic_of,06037666,train
08027518,_instance_hypernym,08392137,train
12772753,_hypernym,13112664,train
05368100,_hypernym,05418717,train
12838027,_member_meronym,12871074,train
10160913,_derivationally_related_form,01140515,train
09070487,_instance_hypernym,08553280,train
05557339,_hypernym,05289861,train
01374465,_hypernym,01374020,train
11911591,_member_meronym,12007560,train
02701002,_hypernym,02958343,train
00727409,_hypernym,00726300,train
02034394,_member_meronym,02035210,train
01224744,_derivationally_related_form,10378412,train
08506641,_hypernym,08673395,test
02489183,_hypernym,02488834,train
01262936,_derivationally_related_form,07851054,train
01930482,_derivationally_related_form,03242713,train
01946138,_synset_domain_topic_of,00815801,train
09758173,_hypernym,09628382,train
12696492,_hypernym,13104059,train
05346714,_hypernym,05333777,train
00251809,_also_see,00077645,train
08335886,_synset_domain_topic_of,08441203,train
02155493,_derivationally_related_form,05820620,train
12362844,_member_meronym,12363580,train
03163222,_hypernym,03098140,train
05678745,_derivationally_related_form,00018526,train
10656223,_derivationally_related_form,01568630,train
11911591,_member_meronym,12013811,train
12819953,_hypernym,11744859,train
02009015,_hypernym,01507175,train
09039411,_member_of_domain_region,08027920,train
10044879,_derivationally_related_form,00592102,train
02568672,_derivationally_related_form,00947128,train
00672433,_derivationally_related_form,10150794,train
02607909,_derivationally_related_form,09777012,train
12230347,_hypernym,13112664,valid
13711855,_synset_domain_topic_of,06118563,train
10776339,_derivationally_related_form,00909219,train
00249017,_hypernym,00248659,train
09207288,_has_part,08906952,train
08860123,_member_of_domain_region,02877513,train
