head,predicate,tail
00923995,_derivationally_related_form,01658188
00355955,_derivationally_related_form,00215314
08176077,_member_meronym,08847268
12734215,_hypernym,12733647
00620752,_derivationally_related_form,02419773
07185325,_hypernym,07160883
01137138,_verb_group,01123887
01058574,_derivationally_related_form,06765044
01428578,_derivationally_related_form,10575089
06387980,_hypernym,06365467
06105314,_hypernym,06104073
02261286,_hypernym,01762525
14295389,_hypernym,14295248
00940842,_derivationally_related_form,01633343
12331066,_hypernym,13111174
09827683,_derivationally_related_form,02570267
02125032,_derivationally_related_form,10616670
08029421,_member_meronym,10237676
08787878,_instance_hypernym,08574314
05070453,_hypernym,05070290
01186810,_derivationally_related_form,02582450
00368302,_hypernym,00367976
07988857,_derivationally_related_form,01428853
08961630,_instance_hypernym,08698126
07084166,_hypernym,07083732
00082308,_hypernym,00064095
10728828,_hypernym,09614684
07046339,_hypernym,07037465
00362610,_derivationally_related_form,14010927
12100538,_member_meronym,12112488
01138204,_hypernym,02637938
02234848,_hypernym,02233338
09585434,_synset_domain_topic_of,09689152
09096190,_instance_hypernym,08537837
00123430,_synset_domain_topic_of,08199025
03512147,_has_part,04111668
07365849,_derivationally_related_form,02559752
01052248,_derivationally_related_form,04980463
08808452,_instance_hypernym,08524735
15294745,_hypernym,15113229
06487897,_derivationally_related_form,01626844
02284544,_synset_domain_topic_of,01099436
01387656,_derivationally_related_form,05259512
01690294,_derivationally_related_form,03234306
05590740,_hypernym,05289861
08849372,_instance_hypernym,08633957
01771390,_verb_group,01649999
02029914,_hypernym,01507175
05611062,_synset_domain_topic_of,06057539
08792548,_instance_hypernym,08544813
09044862,_member_of_domain_region,01178415
09880338,_hypernym,09843956
10731013,_derivationally_related_form,11349318
00755277,_hypernym,00754956
01147950,_derivationally_related_form,02423762
03967562,_hypernym,04451818
00405236,_derivationally_related_form,01237872
03763968,_hypernym,04509592
01509280,_hypernym,02529284
01463259,_derivationally_related_form,01262113
12948978,_hypernym,11585340
00049007,_derivationally_related_form,04197391
02926519,_synset_domain_topic_of,06244149
11492014,_derivationally_related_form,00487350
05560787,_has_part,05594037
07311115,_derivationally_related_form,01841079
14712036,_derivationally_related_form,00025728
01817314,_derivationally_related_form,14407536
00882220,_derivationally_related_form,07014320
09784306,_hypernym,10020890
11902200,_hypernym,11900569
00629597,_hypernym,00629176
10077593,_derivationally_related_form,01828736
01655577,_member_meronym,01656576
07234230,_derivationally_related_form,00843468
02301502,_derivationally_related_form,10635275
13139647,_hypernym,05238036
02062632,_derivationally_related_form,10659762
13541491,_derivationally_related_form,00583242
06551784,_synset_domain_topic_of,08441203
05771532,_hypernym,05770926
11923016,_member_meronym,11923637
12392943,_member_meronym,12393269
00947857,_hypernym,00945255
01145163,_hypernym,02001858
01739263,_hypernym,01621555
02449183,_verb_group,02449011
08078020,_hypernym,08189659
00344125,_derivationally_related_form,04734885
10212780,_derivationally_related_form,01732172
00732552,_derivationally_related_form,05703429
08506641,_has_part,08648658
00639478,_derivationally_related_form,00072808
01740320,_verb_group,01203074
04194289,_has_part,04154152
00649482,_derivationally_related_form,02918132
10582154,_derivationally_related_form,02540670
02256365,_member_meronym,02257149
10787470,_derivationally_related_form,01484987
10716005,_derivationally_related_form,00071178
11910835,_member_meronym,12808227
00931453,_hypernym,00929718
00349886,_hypernym,00346296
10433737,_hypernym,09633969
07071942,_hypernym,07020895
00451838,_derivationally_related_form,14868243
06441803,_instance_hypernym,06394865
01734502,_derivationally_related_form,10511425
09900153,_hypernym,10139347
02165247,_member_meronym,02166024
00067999,_hypernym,00072989
02541431,_member_meronym,02541875
03791235,_has_part,03103128
00314272,_also_see,02676496
09039411,_has_part,09274739
08860123,_member_of_domain_region,03457686
02335349,_member_meronym,02343487
06845599,_member_of_domain_usage,03552169
06258361,_hypernym,06258031
02418205,_derivationally_related_form,09993901
02270011,_hypernym,02159955
11838266,_hypernym,11573660
01734929,_synset_domain_topic_of,06037666
01939174,_derivationally_related_form,04235291
08505573,_has_part,08506496
05547508,_has_part,05609884
06057539,_derivationally_related_form,09792237
01373844,_derivationally_related_form,15056541
01020005,_derivationally_related_form,05703429
00302464,_hypernym,00299580
00760402,_derivationally_related_form,01036333
05788149,_derivationally_related_form,00697589
13548734,_synset_domain_topic_of,06037666
04411264,_hypernym,04191595
09786338,_derivationally_related_form,02264397
02435311,_derivationally_related_form,13930385
02553196,_member_meronym,02621107
06372095,_derivationally_related_form,10075529
01096860,_derivationally_related_form,09886403
00195342,_derivationally_related_form,08632423
09248477,_has_part,09237076
02023107,_derivationally_related_form,00147187
05159225,_hypernym,05154517
07208000,_derivationally_related_form,01131197
02646508,_member_meronym,02646667
08845555,_has_part,08846135
01306175,_hypernym,01340439
01105259,_derivationally_related_form,01950798
12099556,_member_meronym,12099803
00095870,_derivationally_related_form,13139055
02533075,_member_meronym,02533209
05769930,_hypernym,05767733
04773596,_derivationally_related_form,01835496
12684640,_hypernym,11534677
02831724,_derivationally_related_form,02336947
02992032,_hypernym,02853016
12488121,_member_meronym,12489815
11684739,_derivationally_related_form,00179567
00337210,_synset_domain_topic_of,04194289
02335349,_member_meronym,02338901
00054059,_hypernym,00052548
01740969,_synset_domain_topic_of,00918383
01374989,_hypernym,01342529
00388635,_hypernym,01564144
01458842,_hypernym,00015388
01753788,_derivationally_related_form,00240184
13178284,_hypernym,11545714
08500433,_has_part,08500819
01639369,_member_meronym,01652583
12892226,_member_meronym,12902297
09586011,_hypernym,09505418
00992041,_hypernym,00740577
04649051,_derivationally_related_form,01264336
13254237,_derivationally_related_form,02255942
09859684,_hypernym,09632518
11720088,_member_meronym,11720353
04538878,_hypernym,02740764
02714360,_hypernym,02713372
10213429,_derivationally_related_form,00533897
13950440,_hypernym,14442530
01466978,_derivationally_related_form,08513163
01688256,_derivationally_related_form,05766984
01548718,_hypernym,01549187
01812324,_derivationally_related_form,07528470
14487184,_derivationally_related_form,01908039
10292824,_hypernym,10150556
10206173,_derivationally_related_form,01036804
08295138,_member_meronym,09020440
13315999,_hypernym,13313899
06274921,_derivationally_related_form,10697519
05789432,_derivationally_related_form,00672433
01549420,_hypernym,01549187
02252429,_hypernym,01759182
09740085,_hypernym,10346198
01194938,_derivationally_related_form,05268965
00838367,_derivationally_related_form,01168468
10338707,_hypernym,09977660
00283911,_hypernym,00126264
01765392,_derivationally_related_form,07515790
13180304,_member_meronym,13180534
00557588,_derivationally_related_form,01080064
05981230,_derivationally_related_form,00708980
02536329,_hypernym,02536557
07248060,_hypernym,07247071
03588951,_derivationally_related_form,01219544
04256520,_derivationally_related_form,01528339
00751145,_derivationally_related_form,00835903
13523661,_derivationally_related_form,01204191
12610933,_member_meronym,12618336
13365286,_derivationally_related_form,01184625
06218308,_hypernym,06212839
01493687,_hypernym,01432517
09147964,_has_part,09330604
08564307,_has_part,09105821
11930788,_hypernym,11928858
01955463,_member_meronym,01964636
06079620,_derivationally_related_form,09854915
02204722,_hypernym,02188699
02329093,_member_meronym,02329401
12604639,_hypernym,12603959
01322509,_hypernym,01552519
05151869,_hypernym,05151088
09070793,_has_part,02956500
12978969,_member_meronym,12979129
11667562,_member_meronym,12610933
11729478,_hypernym,13100677
02279772,_hypernym,02290461
01550172,_hypernym,01547832
09909760,_derivationally_related_form,02347637
06845599,_member_of_domain_usage,04218383
07685730,_hypernym,07679356
00208277,_hypernym,00206302
01182654,_hypernym,01184814
08812952,_has_part,08813264
10643727,_derivationally_related_form,00008602
10463943,_hypernym,10630188
06581410,_hypernym,06568978
00044797,_verb_group,00044149
00365012,_hypernym,00363788
05540513,_has_part,05545047
00186634,_derivationally_related_form,01111816
04821802,_derivationally_related_form,00896555
01594611,_hypernym,01507175
00655378,_synset_domain_topic_of,06136258
01476483,_derivationally_related_form,01074694
12927354,_member_meronym,12927758
02589013,_hypernym,00878636
02137549,_hypernym,02134971
15203565,_has_part,15225929
07288639,_hypernym,00029378
07508232,_derivationally_related_form,01790020
01571578,_member_meronym,01575270
01621555,_derivationally_related_form,00923995
12922600,_hypernym,11585340
09044862,_has_part,09053185
12474167,_hypernym,12425281
02682699,_derivationally_related_form,13443787
02444662,_derivationally_related_form,00154233
00801782,_hypernym,00800930
02749479,_hypernym,02760855
07234230,_hypernym,06561942
01287388,_hypernym,01286913
13512725,_hypernym,13444703
10482220,_derivationally_related_form,00976487
05687338,_hypernym,05686955
02507736,_hypernym,00137313
02362025,_hypernym,01862557
01877407,_hypernym,01864707
10268629,_hypernym,10418841
13729428,_has_part,13730189
09379111,_derivationally_related_form,01593614
00848466,_hypernym,00848282
09372504,_member_meronym,09725229
10581094,_hypernym,10371450
01104852,_verb_group,01101913
06178042,_derivationally_related_form,02949931
00632236,_derivationally_related_form,00083260
07226545,_derivationally_related_form,00884317
00445802,_derivationally_related_form,01420765
03827107,_synset_domain_topic_of,06128570
04348184,_derivationally_related_form,02472693
07093603,_derivationally_related_form,01702514
01373138,_hypernym,01372682
14632648,_hypernym,14625458
00578295,_hypernym,00126264
02862048,_has_part,02892392
02320127,_hypernym,02316707
01274341,_derivationally_related_form,01031194
02591493,_hypernym,01432517
15032071,_hypernym,15030481
07043824,_hypernym,07037465
01930738,_derivationally_related_form,02958343
05769471,_derivationally_related_form,02418205
14578471,_derivationally_related_form,01649999
07507912,_derivationally_related_form,01791232
01187810,_synset_domain_topic_of,08441203
00031820,_derivationally_related_form,07127006
12126911,_member_meronym,12127030
01995323,_member_meronym,01995514
10481268,_derivationally_related_form,01747717
00915041,_hypernym,00940384
05667951,_synset_domain_topic_of,06151693
07139151,_hypernym,07172756
00240131,_derivationally_related_form,00351638
01648356,_hypernym,01639765
02583545,_hypernym,02543181
01787546,_member_meronym,01787693
02472293,_derivationally_related_form,01258617
02099029,_hypernym,02098550
13889843,_hypernym,13887509
00622068,_derivationally_related_form,01921772
06449735,_has_part,06440663
10491575,_derivationally_related_form,00967625
00835501,_derivationally_related_form,00007012
09192280,_instance_hypernym,09403734
05547508,_has_part,05305136
06169050,_derivationally_related_form,02377418
00601378,_derivationally_related_form,00277569
08193448,_member_meronym,10348526
11084110,_instance_hypernym,11083656
00639975,_hypernym,00639556
00808191,_also_see,00873603
06449735,_has_part,06437531
06851742,_member_of_domain_usage,02992795
05905152,_derivationally_related_form,02369390
14050871,_hypernym,14049711
01437888,_derivationally_related_form,08463647
02460199,_derivationally_related_form,01111375
10203949,_derivationally_related_form,02384275
14910165,_hypernym,14732946
15035123,_hypernym,15034939
09848285,_derivationally_related_form,08098499
13033577,_hypernym,13032115
06181584,_hypernym,06172789
03003091,_hypernym,04608567
01948284,_member_meronym,01948446
09070793,_has_part,09071349
09039411,_member_of_domain_region,01277288
04636610,_derivationally_related_form,02281325
02297948,_hypernym,02327200
01563575,_derivationally_related_form,13737480
12841686,_hypernym,11579418
07160424,_derivationally_related_form,00865958
09647834,_hypernym,09645091
00046534,_also_see,00044149
10205985,_derivationally_related_form,00831651
00396880,_synset_domain_topic_of,06125698
00031921,_derivationally_related_form,02724417
03214253,_hypernym,03302121
02851099,_derivationally_related_form,01130169
00482180,_hypernym,00126264
03133177,_hypernym,04321238
01847565,_member_meronym,01848123
00057748,_synset_domain_topic_of,08199025
00270215,_derivationally_related_form,01156438
07644382,_has_part,07648267
14527171,_synset_domain_topic_of,06043075
05549061,_derivationally_related_form,01239359
06373991,_hypernym,06398401
06507941,_hypernym,06636524
12802987,_hypernym,11585340
01531998,_derivationally_related_form,04694441
04768028,_hypernym,04767805
04918767,_hypernym,04918210
00792304,_derivationally_related_form,03222516
12030654,_hypernym,11915214
04557111,_hypernym,04560113
01955463,_member_meronym,01956344
06471345,_hypernym,06470073
01545314,_derivationally_related_form,00630071
08428756,_hypernym,08430203
06794666,_derivationally_related_form,03120454
09937250,_synset_domain_topic_of,08199025
00355252,_synset_domain_topic_of,00973077
01655116,_hypernym,01626134
15177866,_has_part,15214840
12265266,_hypernym,11573173
06757891,_derivationally_related_form,01635176
01942177,_hypernym,01940736
02278939,_also_see,00873603
09034550,_has_part,09036098
02540637,_member_meronym,02540983
00328802,_hypernym,02032415
01816431,_derivationally_related_form,13986679
07489714,_hypernym,07487955
00856578,_derivationally_related_form,14574846
01265740,_derivationally_related_form,07622261
07199922,_derivationally_related_form,02357072
05904313,_hypernym,05904135
12829099,_member_meronym,12832315
01708332,_member_meronym,01711662
01004062,_derivationally_related_form,03722007
02323186,_member_meronym,02323449
10149867,_hypernym,10249459
14753188,_hypernym,14752057
12764703,_hypernym,11567411
08113443,_hypernym,08112096
01845627,_member_meronym,01857171
13491616,_derivationally_related_form,00099184
03513137,_has_part,02818254
10840021,_instance_hypernym,10547145
08191987,_has_part,08192970
06015053,_hypernym,06014730
07262704,_derivationally_related_form,02159890
05666700,_hypernym,05665146
01844653,_derivationally_related_form,02932891
00550771,_has_part,00548326
10277638,_hypernym,10340312
02204242,_derivationally_related_form,10329337
01985247,_derivationally_related_form,00617095
00051511,_derivationally_related_form,03057021
07445010,_hypernym,07444668
02353537,_derivationally_related_form,03151077
02332445,_synset_domain_topic_of,01101958
04865722,_derivationally_related_form,00600370
13548531,_derivationally_related_form,00371955
00147187,_hypernym,00145218
13445296,_hypernym,13518963
02317970,_derivationally_related_form,09847010
13031690,_member_meronym,13032923
00390560,_hypernym,00390215
11975853,_member_meronym,11976170
10421956,_derivationally_related_form,01089483
09870208,_hypernym,09939313
00472671,_hypernym,00471711
00614224,_hypernym,00407535
10037922,_derivationally_related_form,15294382
00434374,_derivationally_related_form,00708017
00996817,_hypernym,00973077
01607072,_hypernym,02603056
00090779,_derivationally_related_form,02200686
02210855,_derivationally_related_form,08419562
02840935,_derivationally_related_form,05556595
08726745,_has_part,08727003
12904148,_hypernym,11579418
01054186,_derivationally_related_form,07118747
00397576,_hypernym,00140123
13743605,_derivationally_related_form,01465365
02180797,_also_see,01116380
10791115,_hypernym,10129825
07757312,_hypernym,07757132
11312709,_instance_hypernym,09765278
02459808,_member_meronym,02460009
10577820,_hypernym,10264437
12532720,_member_meronym,12533190
14705718,_hypernym,14705533
08812952,_has_part,08813699
03647691,_hypernym,03961939
05764365,_hypernym,05926676
07595180,_hypernym,07859284
10118844,_hypernym,00007846
09044862,_has_part,09117351
01661804,_derivationally_related_form,07335097
12126360,_hypernym,12141495
01547459,_member_meronym,01548143
01740393,_hypernym,01656813
02853740,_derivationally_related_form,01674216
00938247,_derivationally_related_form,00100543
11754188,_member_meronym,11760128
01519727,_hypernym,01675963
10616379,_derivationally_related_form,00796976
10693824,_derivationally_related_form,01013770
13812296,_synset_domain_topic_of,06037666
02646757,_verb_group,02207206
12578255,_hypernym,11747468
00345761,_verb_group,01070777
06153186,_derivationally_related_form,10693824
13354420,_derivationally_related_form,09609232
11719468,_member_meronym,11731861
00470701,_derivationally_related_form,07334490
12857779,_hypernym,12205694
07186148,_derivationally_related_form,01469770
00602255,_derivationally_related_form,05757049
02506361,_derivationally_related_form,00765193
06787150,_has_part,06355705
02091689,_hypernym,01904930
02373843,_member_meronym,02390454
02543565,_hypernym,01428580
13809920,_derivationally_related_form,00946105
01185475,_derivationally_related_form,07575076
02657741,_derivationally_related_form,01348530
02468793,_derivationally_related_form,13810323
02203362,_derivationally_related_form,13244109
05999540,_hypernym,05999266
01549769,_hypernym,01507175
00933821,_derivationally_related_form,07215568
00205046,_hypernym,00146138
02111684,_also_see,00492677
08131530,_has_part,08196230
08597176,_hypernym,08624385
07997703,_member_meronym,08103457
12901565,_hypernym,12900462
10178917,_hypernym,10412055
00900214,_hypernym,00897241
04476633,_hypernym,03829085
13907415,_hypernym,13864763
02632989,_has_part,07786005
13960117,_hypernym,13959931
03871083,_derivationally_related_form,01485158
01836087,_hypernym,01835276
01233397,_derivationally_related_form,02612762
05152696,_derivationally_related_form,10196965
14002109,_derivationally_related_form,00487350
05944958,_derivationally_related_form,00719734
08042536,_instance_hypernym,08392137
03576215,_hypernym,03575958
02055649,_derivationally_related_form,15282696
11543602,_hypernym,11537665
01587818,_derivationally_related_form,03160309
06160244,_derivationally_related_form,09899929
01313093,_member_meronym,01940488
01502654,_hypernym,01494310
02490430,_derivationally_related_form,00389610
05396366,_has_part,05451384
00712556,_hypernym,00672433
08131005,_hypernym,08337324
12952022,_member_meronym,12952165
09714952,_derivationally_related_form,08888676
02575082,_derivationally_related_form,14376855
07180372,_derivationally_related_form,02556817
01435128,_hypernym,01434278
01193714,_derivationally_related_form,04894204
00698572,_hypernym,00708538
01135922,_derivationally_related_form,00987863
15112239,_hypernym,14779550
00829107,_derivationally_related_form,01323449
00924431,_hypernym,00923793
03867675,_hypernym,03771443
04959567,_hypernym,04959230
07410207,_hypernym,07338681
11015080,_instance_hypernym,10547145
10783539,_derivationally_related_form,00007739
14500567,_derivationally_related_form,01657254
03799710,_derivationally_related_form,10338498
06762711,_derivationally_related_form,00961329
06254007,_derivationally_related_form,00973056
11604698,_hypernym,08103777
07351612,_derivationally_related_form,01907258
09807754,_hypernym,09623038
05560787,_has_part,05591256
08192970,_hypernym,08192817
15160418,_hypernym,15159819
00967310,_hypernym,00965895
12581381,_member_meronym,12591897
00494907,_derivationally_related_form,00742320
07255174,_hypernym,07205573
10510546,_derivationally_related_form,00814850
09475292,_hypernym,09225146
04530566,_has_part,02709367
01716227,_derivationally_related_form,04995211
09275473,_has_part,08714132
08210982,_member_meronym,10770059
00983824,_derivationally_related_form,07109847
08735705,_has_part,08738272
08106934,_member_meronym,08107499
00839526,_derivationally_related_form,03318438
02188065,_member_meronym,02205383
00913065,_derivationally_related_form,07121361
14376188,_hypernym,14375890
01181902,_synset_domain_topic_of,08441203
00186740,_derivationally_related_form,14796969
15166742,_hypernym,15166462
03747746,_hypernym,03771443
04576971,_hypernym,03736970
01721754,_derivationally_related_form,10201535
05945642,_derivationally_related_form,00631737
00669970,_hypernym,00669762
04482543,_hypernym,02718811
05047279,_derivationally_related_form,00660381
00943600,_synset_domain_topic_of,14046202
00911261,_hypernym,00907147
00572489,_derivationally_related_form,01512259
02025530,_member_meronym,02030442
14436438,_derivationally_related_form,01279978
04887912,_hypernym,00758175
14902141,_hypernym,14894140
06014435,_synset_domain_topic_of,06000644
14447525,_hypernym,14474052
00586262,_derivationally_related_form,01088923
02116568,_derivationally_related_form,00866606
05753954,_derivationally_related_form,00729781
02049299,_member_meronym,02049672
10514784,_derivationally_related_form,00474492
08033454,_instance_hypernym,08392137
02010453,_hypernym,02008041
07031752,_derivationally_related_form,01728355
01469445,_derivationally_related_form,01053067
00262703,_also_see,00764902
15268682,_hypernym,15266911
02553196,_member_meronym,02622823
00465291,_hypernym,00464321
12765846,_has_part,07765612
11742531,_member_meronym,11742745
09207288,_has_part,08715110
10386618,_hypernym,00007846
09327077,_hypernym,09326662
12659730,_member_meronym,12682054
10359759,_hypernym,10765679
01198101,_derivationally_related_form,10614976
01193721,_derivationally_related_form,13580723
04411264,_has_part,03471779
02398732,_member_meronym,02435689
01534745,_hypernym,01534147
00403401,_hypernym,02681795
00483656,_derivationally_related_form,06863751
01501113,_derivationally_related_form,07028373
02659763,_derivationally_related_form,00795008
00672433,_derivationally_related_form,06783598
00104976,_synset_domain_topic_of,00476389
02604477,_hypernym,02603699
06208751,_derivationally_related_form,02130300
00490722,_derivationally_related_form,13757249
02032222,_hypernym,02031934
01047381,_derivationally_related_form,02492660
08764107,_has_part,08765069
10423589,_derivationally_related_form,02858231
02741149,_derivationally_related_form,08628921
00423702,_hypernym,00422090
00134328,_hypernym,00126264
00101629,_derivationally_related_form,00839597
00796588,_derivationally_related_form,01862386
11176932,_derivationally_related_form,00020671
01912159,_derivationally_related_form,00296946
10020890,_derivationally_related_form,00080304
14544672,_hypernym,14544335
13043926,_hypernym,12992868
12669641,_hypernym,11579418
01204055,_member_of_domain_usage,10171219
13628592,_hypernym,13601596
11204962,_instance_hypernym,09807075
00257269,_derivationally_related_form,00946499
09025451,_instance_hypernym,08524735
01920220,_hypernym,02016523
15282696,_derivationally_related_form,00438178
01959927,_synset_domain_topic_of,00299217
05542686,_hypernym,05470189
03812924,_hypernym,04566257
01802033,_hypernym,01507175
13048666,_hypernym,11592146
06250444,_hypernym,05943300
01534147,_derivationally_related_form,14498096
10458111,_derivationally_related_form,00634906
12792638,_member_meronym,12794568
03401721,_has_part,04021798
02469274,_derivationally_related_form,00377169
03764822,_hypernym,04520170
08180639,_member_meronym,10481711
00019182,_hypernym,00018813
11780148,_has_part,11780018
00454868,_derivationally_related_form,07439570
09114128,_instance_hypernym,08665504
01519569,_hypernym,01518924
10075529,_derivationally_related_form,06372095
15042542,_hypernym,14996020
05615258,_hypernym,05614657
02837789,_hypernym,04371563
07859284,_derivationally_related_form,02195951
01549905,_hypernym,00477941
00855295,_hypernym,00850501
01247426,_hypernym,01494310
12165170,_hypernym,12164363
00014742,_also_see,00015806
11890022,_hypernym,12205694
07066659,_synset_domain_topic_of,07020895
01471070,_member_meronym,01471682
08340153,_has_part,08340753
03758089,_hypernym,03365991
07565259,_derivationally_related_form,01176897
03040229,_hypernym,03872495
03612814,_hypernym,03990474
07011209,_hypernym,07010821
10671736,_hypernym,09626238
01356370,_hypernym,01296462
10418841,_hypernym,09610660
03003744,_derivationally_related_form,08859173
01372049,_derivationally_related_form,04840011
07250339,_hypernym,07248801
01844414,_hypernym,01507175
00478217,_derivationally_related_form,10617904
04682462,_hypernym,04680285
04235291,_derivationally_related_form,01939174
09780395,_synset_domain_topic_of,08199025
00501080,_hypernym,00499066
00270275,_hypernym,00266806
07331759,_derivationally_related_form,02028994
01741446,_synset_domain_topic_of,00916464
10111144,_hypernym,09876892
11414411,_derivationally_related_form,00137313
01146918,_derivationally_related_form,01171644
13448334,_hypernym,13532886
07663592,_has_part,07658814
07502387,_derivationally_related_form,02597246
07464725,_hypernym,07456188
14562142,_hypernym,14561618
00906735,_derivationally_related_form,06709692
10252547,_derivationally_related_form,00830761
00636728,_hypernym,00633864
10687231,_derivationally_related_form,00644066
02493260,_derivationally_related_form,10769321
01036333,_hypernym,01030820
02950632,_hypernym,02740764
01500873,_derivationally_related_form,13135832
02596493,_hypernym,02367363
09802239,_synset_domain_topic_of,00933420
01016626,_derivationally_related_form,06562802
01593254,_derivationally_related_form,03659292
12608941,_member_meronym,12609128
00305109,_also_see,00437449
02274822,_hypernym,02274259
12501745,_member_meronym,12514324
08232706,_member_meronym,03109350
12373526,_member_meronym,12373739
01821634,_hypernym,01809064
07573696,_has_part,07580053
07128946,_hypernym,07109847
01008437,_hypernym,01007924
12376950,_member_meronym,12377198
00531490,_derivationally_related_form,00049900
00453731,_hypernym,00582388
00234988,_derivationally_related_form,02772868
12480677,_member_meronym,12480895
01524885,_member_meronym,01593705
00785690,_derivationally_related_form,10642151
03666591,_derivationally_related_form,01199881
02831736,_derivationally_related_form,14520278
00952182,_derivationally_related_form,07120364
08860123,_member_of_domain_region,09863339
04784142,_hypernym,04723816
14795432,_hypernym,14794993
12941536,_hypernym,12205694
00234892,_derivationally_related_form,00138508
09756400,_hypernym,09848489
01797051,_derivationally_related_form,10335246
00580865,_hypernym,00126264
02525447,_verb_group,01629589
01247804,_derivationally_related_form,10691600
08427163,_hypernym,08426816
01892608,_hypernym,01835496
10427764,_derivationally_related_form,00700000
06766190,_hypernym,06765044
15170786,_hypernym,15169873
00688377,_derivationally_related_form,14001728
08428019,_derivationally_related_form,02521816
02665282,_hypernym,02657219
11873396,_member_meronym,11873612
06751974,_hypernym,06312966
12799119,_hypernym,11585340
00155487,_derivationally_related_form,02286204
01939811,_hypernym,01939174
02348405,_member_meronym,02348788
06497459,_derivationally_related_form,02330967
00092366,_hypernym,01117541
01405044,_derivationally_related_form,00125629
00084562,_derivationally_related_form,00664110
06845599,_member_of_domain_usage,03739327
12932966,_hypernym,12205694
09890749,_hypernym,00007846
01377906,_member_meronym,01378545
05967773,_derivationally_related_form,10084635
09168592,_instance_hypernym,08505573
09809925,_derivationally_related_form,01708113
04391276,_synset_domain_topic_of,00428270
00020827,_hypernym,00001930
12370384,_hypernym,11575425
05259240,_derivationally_related_form,00039488
00319939,_derivationally_related_form,02001858
11551211,_member_meronym,11595312
06757891,_derivationally_related_form,10075529
01789064,_member_meronym,01800759
01558883,_derivationally_related_form,13904843
00474762,_derivationally_related_form,04068441
12226009,_member_meronym,12255659
10660729,_derivationally_related_form,01925694
00087152,_also_see,02531422
01775230,_member_meronym,01775370
02400139,_member_meronym,02425756
02231328,_hypernym,02230772
02202287,_hypernym,02188699
01696435,_derivationally_related_form,04558804
10160412,_derivationally_related_form,00483181
13582013,_derivationally_related_form,00948853
09161803,_has_part,09162414
00360485,_hypernym,00351638
12027864,_hypernym,11579418
02217266,_derivationally_related_form,01098698
09042924,_instance_hypernym,08574314
02352824,_hypernym,02327200
01409477,_hypernym,01387617
06845599,_member_of_domain_usage,03561889
09152944,_instance_hypernym,08655464
08361329,_derivationally_related_form,02533748
10679054,_hypernym,10683126
02643872,_derivationally_related_form,01258251
01752316,_hypernym,01621555
02461063,_derivationally_related_form,03599628
10076957,_hypernym,09998101
00728641,_hypernym,00796586
10642151,_derivationally_related_form,00785690
00565809,_synset_domain_topic_of,00480508
01833619,_hypernym,01504437
09140569,_instance_hypernym,08524735
01702514,_derivationally_related_form,07093759
01453852,_member_meronym,01457576
13266892,_derivationally_related_form,02262278
00068333,_hypernym,00066636
02789271,_hypernym,03839993
04782878,_derivationally_related_form,00644839
00425905,_derivationally_related_form,01803380
00800242,_derivationally_related_form,01259211
09617161,_hypernym,10380672
01860795,_derivationally_related_form,07365849
12751554,_hypernym,11567411
07344233,_derivationally_related_form,01948077
01598588,_hypernym,01525720
05564590,_has_part,05370410
08656893,_derivationally_related_form,01862918
01803003,_derivationally_related_form,10716005
12096223,_hypernym,11567411
02410393,_also_see,00986027
00440286,_derivationally_related_form,15272029
07673397,_hypernym,07672135
01182293,_derivationally_related_form,01073241
12372520,_hypernym,13162297
05238282,_has_part,05240211
10014658,_hypernym,09624559
05652593,_hypernym,05650329
01624633,_derivationally_related_form,04780958
00104976,_hypernym,00104539
12391745,_member_meronym,12393527
08021129,_synset_domain_topic_of,00759694
03925226,_hypernym,04076846
01563005,_derivationally_related_form,04164989
01701311,_derivationally_related_form,07007945
02478059,_derivationally_related_form,01240979
03247620,_derivationally_related_form,01200440
02958343,_has_part,03366721
01636675,_hypernym,01626600
14327707,_hypernym,14326607
06295235,_member_of_domain_usage,03405595
04184701,_hypernym,03932203
11992340,_hypernym,11579418
01410363,_derivationally_related_form,02666239
00866702,_derivationally_related_form,10546850
01583373,_hypernym,01507175
02593863,_member_meronym,02598747
13558696,_derivationally_related_form,00654625
15032376,_hypernym,00020090
03971771,_hypernym,04517535
01485306,_hypernym,01429349
02543607,_derivationally_related_form,01244895
10601078,_derivationally_related_form,02565687
09053801,_instance_hypernym,08695539
13454479,_derivationally_related_form,00458276
12314315,_member_meronym,12314652
13547677,_hypernym,13447361
11264973,_instance_hypernym,09924996
01888784,_derivationally_related_form,07429484
13104059,_has_part,13111504
01672014,_derivationally_related_form,03624966
00900375,_hypernym,00898518
02692335,_derivationally_related_form,13482781
00746718,_hypernym,00753428
01576165,_hypernym,01179865
00101779,_derivationally_related_form,10776339
01300937,_derivationally_related_form,03148920
03075191,_derivationally_related_form,08910668
11218473,_instance_hypernym,09765278
06727616,_derivationally_related_form,00971650
01143838,_derivationally_related_form,00622584
06541381,_hypernym,06539770
10209082,_derivationally_related_form,01641914
03448590,_hypernym,02740764
11999455,_member_meronym,11999656
08098346,_synset_domain_topic_of,05977340
00580865,_derivationally_related_form,13573181
03163973,_hypernym,03916720
00105624,_hypernym,00104539
08711974,_has_part,09384921
02500144,_hypernym,02499629
03464467,_hypernym,03183080
02257536,_member_meronym,02257715
10063177,_derivationally_related_form,06248214
00428404,_also_see,00779374
12255934,_hypernym,11575425
