Assuming rdf:type as type relation
Loading files... 
  Starting DBPedia50.nt
  Finished DBPedia50.nt, still running: 0
Loaded 43490 facts in 0.30 s using -26 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 12 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  <http://bias.org/vocab/associatedBand>  ?b  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,079314041	0,064180399	0,160520607	74	1153	461	?a
?g  <http://bias.org/vocab/associatedBand>  ?a  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,079314041	0,064180399	0,160520607	74	1153	461	?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,034013605	0,3125	5	147	16	?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,018292683	0,6	3	164	5	?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,063829787	0,428571429	3	47	7	?a
?g  <http://bias.org/vocab/associatedBand>  ?a  ?g  <http://bias.org/vocab/associatedBand>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,079314041	0,064180399	0,160520607	74	1153	461	?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,024074074	0,224137931	13	540	58	?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,060240964	0,555555556	1	10	18	10	?a
?h  <http://bias.org/vocab/bandMember>  ?a  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,34939759	0,892307692	1	58	65	58	?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,093247588	0,161111111	0,161111111	87	540	540	?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,06626506	0,177419355	0,407407407	11	62	27	?a
?a  <http://bias.org/vocab/bandMember>  ?h  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,34939759	0,237704918	0,237704918	58	244	244	?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?b  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,008079553	0,265306122	13	1609	49	?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,008079553	0,265306122	13	1609	49	?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,034013605	0,3125	5	147	16	?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?g  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,015005359	0,466666667	0,482758621	14	30	29	?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/writer>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,011789925	0,103773585	0,34375	11	106	32	?a
?h  <http://bias.org/vocab/ground>  ?b  ?a  <http://bias.org/vocab/successor>  ?h   => ?a  <http://bias.org/vocab/ground>  ?b	0,02739726	1	1	4	4	4	?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,018292683	0,6	3	164	5	?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,042168675	0,175	0,175	7	40	40	?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,024074074	0,224137931	13	540	58	?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,024074074	0,224137931	13	540	58	?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,024074074	0,224137931	13	540	58	?a
?h  <http://bias.org/vocab/formerBandMember>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,060240964	0,181818182	1	10	55	10	?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,063829787	0,428571429	3	47	7	?a
?h  <http://bias.org/vocab/bandMember>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,060240964	0,714285714	0,909090909	10	14	11	?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,042168675	0,175	0,175	7	40	40	?a
?a  <http://bias.org/vocab/bandMember>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,06626506	0,177419355	0,177419355	11	62	62	?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,928571429	1	13	14	13	?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,012048193	0,012195122	0,5	2	164	4	?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,034013605	0,833333333	5	147	6	?a
?h  <http://bias.org/vocab/formerBandMember>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,060240964	0,181818182	1	10	55	10	?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,034013605	0,833333333	5	147	6	?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,012048193	0,012195122	0,5	2	164	4	?a
?g  <http://bias.org/vocab/birthPlace>  ?b  ?g  <http://bias.org/vocab/team>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b	0,164383562	0,047151277	0,3	24	509	80	?a
?a  <http://bias.org/vocab/bandMember>  ?g  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,072289157	0,666666667	0,666666667	12	18	18	?a
?g  <http://bias.org/vocab/bandMember>  ?a  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,072289157	0,292682927	0,666666667	12	41	18	?a
?g  <http://bias.org/vocab/formerBandMember>  ?a  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,06626506	0,049327354	0,916666667	11	223	12	?a
?g  <http://bias.org/vocab/associatedBand>  ?a  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,076923077	0,428571429	3	39	7	?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,076923077	0,428571429	3	39	7	?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,009259259	0,217391304	5	540	23	?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,008079553	0,265306122	13	1609	49	?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,008079553	0,265306122	13	1609	49	?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,009259259	0,217391304	5	540	23	?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,009259259	0,217391304	5	540	23	?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,391566265	1	1	65	65	65	?a
?g  <http://bias.org/vocab/writer>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,00877193	0,714285714	5	570	7	?a
?a  <http://bias.org/vocab/formerBandMember>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,073863636	0,393939394	13	176	33	?a
?g  <http://bias.org/vocab/musicalBand>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,037974684	0,3	3	79	10	?a
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,037974684	0,3	3	79	10	?a
?g  <http://bias.org/vocab/producer>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,004225352	0,272727273	3	710	11	?a
?g  <http://bias.org/vocab/musicalBand>  ?a  ?g  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,048192771	0,037209302	0,421052632	8	215	19	?a
?g  <http://bias.org/vocab/musicalBand>  ?b  ?g  <http://bias.org/vocab/writer>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,024096386	0,037735849	1	4	106	4	?a
?g  <http://bias.org/vocab/musicalBand>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,072289157	0,113207547	1	12	106	12	?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/writer>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,024096386	0,037735849	1	4	106	4	?a
?g  <http://bias.org/vocab/associatedBand>  ?a  ?g  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,166666667	1	5	30	5	?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?g  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,166666667	1	5	30	5	?a
?g  <http://bias.org/vocab/artist>  ?a  ?g  <http://bias.org/vocab/artist>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,036144578	0,025862069	0,3	6	232	20	?a
?g  <http://bias.org/vocab/artist>  ?b  ?g  <http://bias.org/vocab/producer>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,026086957	0,6	3	115	5	?a
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,072289157	0,113207547	1	12	106	12	?a
?g  <http://bias.org/vocab/artist>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,043478261	0,555555556	5	115	9	?a
?g  <http://bias.org/vocab/producer>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,024096386	0,022988506	1	4	174	4	?a
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,048192771	0,037209302	0,421052632	8	215	19	?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/musicalBand>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,048192771	0,037209302	0,421052632	8	215	19	?a
?g  <http://bias.org/vocab/bandMember>  ?a  ?g  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,391566265	0,367231638	1	65	177	65	?a
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/musicalArtist>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,048192771	0,037209302	0,421052632	8	215	19	?a
?g  <http://bias.org/vocab/bandMember>  ?b  ?g  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,078313253	0,317073171	1	13	41	13	?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,030120482	0,009259259	0,217391304	5	540	23	?a
?b  <http://bias.org/vocab/previousWork>  ?a  ?b  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,013059701	1	1	7	7	7	?a
?h  <http://bias.org/vocab/previousWork>  ?a  ?b  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,016791045	0,209302326	0,818181818	9	43	11	?a
?a  <http://bias.org/vocab/musicalBand>  ?h  ?b  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,01119403	0,017291066	0,24	6	347	25	?a
?b  <http://bias.org/vocab/musicalArtist>  ?h  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,01119403	0,018927445	0,25	6	317	24	?a
?a  <http://bias.org/vocab/musicalArtist>  ?h  ?b  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,01119403	0,017291066	0,24	6	347	25	?a
?a  <http://bias.org/vocab/author>  ?h  ?b  <http://bias.org/vocab/author>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,01119403	0,052631579	0,3	6	114	20	?a
?a  <http://bias.org/vocab/musicalArtist>  ?h  ?b  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,048507463	0,028792913	0,276595745	26	903	94	?a
?a  <http://bias.org/vocab/album>  ?h  ?b  <http://bias.org/vocab/album>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,014925373	0,030651341	0,307692308	8	261	26	?a
?a  <http://bias.org/vocab/writer>  ?h  ?b  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,029850746	0,007801073	0,124031008	16	2051	129	?a
?h  <http://bias.org/vocab/subsequentWork>  ?a  ?b  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,014925373	0,177777778	0,210526316	8	45	38	?a
?a  <http://bias.org/vocab/artist>  ?h  ?b  <http://bias.org/vocab/artist>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,018656716	0,016207455	0,263157895	10	617	38	?a
?a  <http://bias.org/vocab/previousWork>  ?h  ?b  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,014925373	0,195121951	0,195121951	8	41	41	?a
?h  <http://bias.org/vocab/subsequentWork>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,013059701	0,155555556	0,777777778	7	45	9	?a
?b  <http://bias.org/vocab/musicalBand>  ?h  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,01119403	0,018927445	0,25	6	317	24	?a
?a  <http://bias.org/vocab/musicalBand>  ?h  ?b  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,048507463	0,028792913	0,276595745	26	903	94	?a
?a  <http://bias.org/vocab/subsequentWork>  ?h  ?b  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,016791045	0,016100179	0,209302326	9	559	43	?a
?h  <http://bias.org/vocab/previousWork>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,016791045	0,018292683	0,236842105	9	492	38	?a
?b  <http://bias.org/vocab/previousWork>  ?h  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,013059701	0,170731707	0,777777778	7	41	9	?a
?a  <http://bias.org/vocab/musicalArtist>  ?h  ?b  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,013059701	0,022082019	0,162790698	7	317	43	?a
?a  <http://bias.org/vocab/musicalBand>  ?h  ?b  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,013059701	0,022082019	0,162790698	7	317	43	?a
?b  <http://bias.org/vocab/headquarter>  ?h  ?a  <http://bias.org/vocab/residence>  ?h   => ?a  <http://bias.org/vocab/party>  ?b	0,016949153	0,003273322	1	2	611	2	?a
?h  <http://bias.org/vocab/party>  ?a  ?b  <http://bias.org/vocab/party>  ?h   => ?a  <http://bias.org/vocab/party>  ?b	0,025423729	1	1	3	3	3	?a
?h  <http://bias.org/vocab/party>  ?b  ?a  <http://bias.org/vocab/successor>  ?h   => ?a  <http://bias.org/vocab/party>  ?b	0,025423729	0,6	1	3	5	3	?a
?a  <http://bias.org/vocab/musicalArtist>  ?h  ?b  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,048507463	0,028792913	0,276595745	26	903	94	?a
?h  <http://bias.org/vocab/previousWork>  ?a  ?b  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,013059701	0,014227642	0,2	7	492	35	?a
?h  <http://bias.org/vocab/party>  ?b  ?a  <http://bias.org/vocab/predecessor>  ?h   => ?a  <http://bias.org/vocab/party>  ?b	0,016949153	0,4	1	2	5	2	?a
?g  <http://bias.org/vocab/party>  ?b  ?a  <http://bias.org/vocab/party>  ?g   => ?a  <http://bias.org/vocab/party>  ?b	0,025423729	1	1	3	3	3	?a
?g  <http://bias.org/vocab/previousWork>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,016791045	0,219512195	0,236842105	9	41	38	?a
?g  <http://bias.org/vocab/party>  ?b  ?g  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/party>  ?b	0,033898305	0,363636364	1	4	11	4	?a
?b  <http://bias.org/vocab/broadcastArea>  ?h  ?a  <http://bias.org/vocab/city>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,030172414	0,152173913	0,4375	7	46	16	?b
?g  <http://bias.org/vocab/party>  ?a  ?g  <http://bias.org/vocab/party>  ?b   => ?a  <http://bias.org/vocab/party>  ?b	0,025423729	0,058823529	1	3	51	3	?a
?a  <http://bias.org/vocab/broadcastArea>  ?h  ?b  <http://bias.org/vocab/broadcastArea>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,025862069	0,046153846	0,12244898	6	130	49	?b
?a  <http://bias.org/vocab/broadcastArea>  ?h  ?b  <http://bias.org/vocab/city>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,030172414	0,152173913	0,4375	7	46	16	?b
?a  <http://bias.org/vocab/owningCompany>  ?h  ?b  <http://bias.org/vocab/owningCompany>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,012931034	0,012295082	0,12	3	244	25	?b
?a  <http://bias.org/vocab/owner>  ?h  ?b  <http://bias.org/vocab/owner>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,017241379	0,033898305	0,5	4	118	8	?b
?a  <http://bias.org/vocab/city>  ?h  ?b  <http://bias.org/vocab/city>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,043103448	0,035087719	0,277777778	10	285	36	?b
?g  <http://bias.org/vocab/network>  ?a  ?g  <http://bias.org/vocab/network>  ?b   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,012931034	0,06	0,25	3	50	12	?b
?b  <http://bias.org/vocab/country>  ?h  ?a  <http://bias.org/vocab/residence>  ?h   => ?a  <http://bias.org/vocab/party>  ?b	0,016949153	0,00041468	0,5	2	4823	4	?a
?h  <http://bias.org/vocab/sisterStation>  ?a  ?b  <http://bias.org/vocab/sisterStation>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,310344828	0,306382979	0,324324324	72	235	222	?b
?h  <http://bias.org/vocab/sisterStation>  ?b  ?a  <http://bias.org/vocab/sisterStation>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,38362069	0,378723404	0,378723404	89	235	235	?b
?a  <http://bias.org/vocab/sisterStation>  ?h  ?b  <http://bias.org/vocab/sisterStation>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,387931034	0,298013245	0,362903226	90	302	248	?b
?g  <http://bias.org/vocab/sisterStation>  ?a  ?g  <http://bias.org/vocab/sisterStation>  ?b   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,357758621	0,272131148	0,272131148	83	305	305	?b
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/subsequentWork>  ?b   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,013059701	0,170731707	0,875	7	41	8	?a
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/previousWork>  ?b   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,016791045	0,016885553	0,214285714	9	533	42	?a
?h  <http://bias.org/vocab/recordLabel>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,035611717	0,696629213	0,911764706	62	89	68	?a
?a  <http://bias.org/vocab/musicalBand>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,024698449	0,316176471	0,754385965	43	136	57	?a
?a  <http://bias.org/vocab/bandMember>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,012062033	0,677419355	0,875	21	31	24	?a
?a  <http://bias.org/vocab/previousWork>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,032165422	0,608695652	0,861538462	56	92	65	?a
?a  <http://bias.org/vocab/artist>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,013785181	0,292682927	0,8	24	82	30	?a
?a  <http://bias.org/vocab/album>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,016082711	0,622222222	0,903225806	28	45	31	?a
?a  <http://bias.org/vocab/musicalArtist>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,024698449	0,316176471	0,754385965	43	136	57	?a
?h  <http://bias.org/vocab/recordLabel>  ?b  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,013210798	0,178294574	0,58974359	23	129	39	?a
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,013210798	0,5	0,793103448	23	46	29	?a
?g  <http://bias.org/vocab/musicalBand>  ?a  ?g  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,013210798	0,5	0,793103448	23	46	29	?a
?g  <http://bias.org/vocab/bandMember>  ?a  ?g  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,012636416	0,511627907	0,956521739	22	43	23	?a
?g  <http://bias.org/vocab/album>  ?a  ?g  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,016082711	0,636363636	0,875	28	44	32	?a
?a  <http://bias.org/vocab/director>  ?b  ?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/cinematography>  ?b	0,014814815	0,036363636	0,333333333	2	55	6	?a
?a  <http://bias.org/vocab/director>  ?b  ?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/cinematography>  ?b	0,014814815	0,02247191	0,5	2	89	4	?a
?a  <http://bias.org/vocab/director>  ?b  ?a  <http://bias.org/vocab/editing>  ?b   => ?a  <http://bias.org/vocab/cinematography>  ?b	0,014814815	0,222222222	0,666666667	2	9	3	?a
?g  <http://bias.org/vocab/artist>  ?a  ?g  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,012636416	0,536585366	0,88	22	41	25	?a
?g  <http://bias.org/vocab/recordLabel>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/recordLabel>  ?b	0,034462952	0,625	0,895522388	60	96	67	?a
?a  <http://bias.org/vocab/editing>  ?b  ?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/cinematography>  ?b	0,014814815	0,285714286	1	2	7	2	?a
