relation,option,tailEntities,tailEntitiesForOption,optionRepresented
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/082wbh,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/04zw9hs,7,5,0.71428573
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0266bd5,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/048gd_,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/04nrcg,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0498yf,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03fnqj,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/06lckm,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03zm00,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03fn6z,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03tc5p,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0h3c3g,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/046f25,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/01whvs,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/04zxrt,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0ly8z,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03fhm5,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0kwv2,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/07b8m1,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/056zdj,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/021mkg,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/077jpc,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/01kkjq,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02b149,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/09bkc6,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0f83g2,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/01kckd,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/08lmt7,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/070tng,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0dt_q_,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02wwr5n,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03fmw_,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03j79x,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0f6cl2,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03fn8k,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/019m60,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0882r_,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/056xx8,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03rrdb,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/01n_2f,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03fnjv,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02q1hz,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/057pq5,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/07c2yr,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/01nd2c,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/05tfn1,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03yvgp,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0d9qmn,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/05z8cq,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/06hgbk,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/01vcnl,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/019lwb,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/04kd5d,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/01s0t3,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/05gsd2,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/06z9k8,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/047fwlg,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0lhp1,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/0261w5,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03m10r,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/03x762,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/05nwfr,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/02mplj,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/035l_9,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/048j1q,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/026n13j,7,4,0.5714286
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/entity/m/04r7f2,7,4,0.5714286
http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,http://bias.org/entity/m/01sgl,41,23,0.5609756
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01x4wq,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03fd8x,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/049fcd,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03mck3c,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/08vq2y,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/011v3,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01xmxj,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04btgp,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03zb6t,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0544vh,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/07s8qm7,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01jdxj,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/014nzp,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/057n_g,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0284gc,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0371rb,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/05r_x5,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/08r98b,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01k2xy,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/088lls,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04b4yg,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03zrhb,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/019lty,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01rlzn,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/027pwl,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03ylxn,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03tc8d,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/027ffq,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03x726,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/07sqnh,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01kkfp,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01bdxz,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0182r9,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/075q_,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/019ltg,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02s2ys,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/035s37,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04mp8g,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02vr30,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/025txtg,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0byq0v,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/06vlk0,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/015f47,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02b153,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02b19t,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03d0d7,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0y54,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04gj8r,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0ytc,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0g7s1n,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03zrc_,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02nt75,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0199gx,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0223bl,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04n8xs,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/05hyn5,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/051gjr,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/051qvn,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02psgvg,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0j46b,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02s2lg,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03j70t,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02gjt4,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03j70d,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/019mcm,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/09cvbq,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03_44z,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0k_l4,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0287xhr,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03ys48,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0kz4w,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03x6xl,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0175tv,6,5,0.8333333
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04j1n8,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/05nmg_,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02b0yz,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03_qj1,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/047g98,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/06h4y9,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/05z01,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01rly6,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/023fb,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03j76b,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0jv5x,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01cwm1,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0dkb83,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0br0vs,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03fnn5,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0175rc,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/049msk,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03g52k,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/019m9h,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03x6m,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/049n2l,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0138mv,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/05dkbr,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01j95f,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02w64f,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02vpvk,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01l3vx,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02ltg3,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02bh_v,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02b10g,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0284h6,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04gkp3,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02b2np,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01gxqf,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01k9cc,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0gfp09,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0266shh,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/049f05,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04jnd7,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0515_6,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04b5n0,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/024d8w,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02b1gz,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01z1r,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01rlz4,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02b1k5,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03__77,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/06ls0l,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02rqxc,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0ckf6,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/013xh7,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01slcv,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01l0__,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04x8cp,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01fjz9,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03_lsr,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03_r_5,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0dy68h,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/08vk_r,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/06vv_6,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/041jk9,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/04h5tx,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/019m5j,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03ym73,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/065zf3p,6,5,0.8333333
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01gjlw,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/032498,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/025czw,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/02b171,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/05ns4g,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03d8m4,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/01_lhg,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/021p26,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/03td5v,6,4,0.6666667
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/entity/m/0hqzm6r,6,4,0.6666667
