Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <http://bias.org/vocab/location/hud_county_place/place>  ?h  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.589171975,0.147058824,0.373737374,185,1258,495,?a
?a  <http://bias.org/vocab/location/hud_county_place/county>  ?h  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.391719745,0.285382831,0.679558011,123,431,181,?a
?g  <http://bias.org/vocab/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division>  ?b  ?g  <http://bias.org/vocab/location/hud_county_place/place>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.089171975,0.14973262,0.274509804,28,187,102,?a
?a  <http://bias.org/vocab/location/location/adjoin_s./location/adjoining_relationship/adjoins>  ?h  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.105095541,0.020992366,0.282051282,33,1572,117,?a
?g  <http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office>  ?b  ?g  <http://bias.org/vocab/people/person/places_lived./people/place_lived/location>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.012738854,0.036036036,0.105263158,4,111,38,?a
?h  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b  ?a  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.025477707,0.027118644,1,8,295,8,?a
?h  <http://bias.org/vocab/location/hud_county_place/place>  ?a  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.589171975,0.147058824,0.373737374,185,1258,495,?a
?b  <http://bias.org/vocab/location/location/contains>  ?h  ?h  <http://bias.org/vocab/location/us_county/county_seat>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.248407643,0.340611354,0.742857143,78,229,105,?a
?b  <http://bias.org/vocab/location/location/contains>  ?h  ?h  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/citytown>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.321656051,0.136671177,0.281337047,101,739,359,?a
?h  <http://bias.org/vocab/location/hud_county_place/county>  ?a  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.02866242,0.017716535,0.375,9,508,24,?a
?g  <http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_parent>  ?b  ?g  <http://bias.org/vocab/location/us_county/county_seat>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.025477707,0.533333333,1,8,15,8,?a
?g  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b  ?g  <http://bias.org/vocab/location/location/adjoin_s./location/adjoining_relationship/adjoins>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.060509554,0.279411765,0.826086957,19,68,23,?a
?g  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b  ?g  <http://bias.org/vocab/location/us_county/county_seat>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.022292994,0.875,1,7,8,7,?a
?g  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b  ?g  <http://bias.org/vocab/location/hud_county_place/county>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.031847134,0.104166667,1,10,96,10,?a
?g  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b  ?g  <http://bias.org/vocab/location/hud_county_place/place>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.713375796,1,1,224,224,224,?a
?g  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/state_province_region>  ?b  ?g  <http://bias.org/vocab/organization/organization/place_founded>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.070063694,0.31884058,0.628571429,22,69,35,?a
?g  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b  ?g  <http://bias.org/vocab/location/location/contains>  ?a   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.047770701,0.051546392,1,15,291,15,?a
?h  <http://bias.org/vocab/location/location/adjoin_s./location/adjoining_relationship/adjoins>  ?a  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.121019108,0.024484536,0.324786325,38,1552,117,?a
?a  <http://bias.org/vocab/location/location/contains>  ?h  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.375796178,0.030890052,0.276346604,118,3820,427,?a
?g  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/citytown>  ?a  ?g  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/state_province_region>  ?b   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.433121019,0.429022082,0.85,136,317,160,?a
?b  <http://bias.org/vocab/film/film/prequel>  ?h  ?a  <http://bias.org/vocab/film/film_subject/films>  ?h   => ?a  <http://bias.org/vocab/film/film_subject/films>  ?b,0.038567493,0.378378378,0.875,28,74,32,?b
?b  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/honored_for>  ?h  ?a  <http://bias.org/vocab/film/film_subject/films>  ?h   => ?a  <http://bias.org/vocab/film/film_subject/films>  ?b,0.016528926,0.081081081,0.206896552,12,148,58,?b
?b  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?h  ?a  <http://bias.org/vocab/film/film_subject/films>  ?h   => ?a  <http://bias.org/vocab/film/film_subject/films>  ?b,0.022038567,0.1,0.262295082,16,160,61,?b
?g  <http://bias.org/vocab/film/film/prequel>  ?b  ?a  <http://bias.org/vocab/film/film_subject/films>  ?g   => ?a  <http://bias.org/vocab/film/film_subject/films>  ?b,0.038567493,0.466666667,0.777777778,28,60,36,?b
?h  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b  ?a  <http://bias.org/vocab/location/hud_county_place/place>  ?h   => ?a  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b,0.957446809,1,1,225,225,225,?a
?g  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/honored_for>  ?b  ?a  <http://bias.org/vocab/film/film_subject/films>  ?g   => ?a  <http://bias.org/vocab/film/film_subject/films>  ?b,0.016528926,0.076433121,0.2,12,157,60,?b
?h  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b  ?a  <http://bias.org/vocab/location/hud_county_place/county>  ?h   => ?a  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b,0.042553191,1,1,10,10,10,?a
?g  <http://bias.org/vocab/film/film_subject/films>  ?b  ?a  <http://bias.org/vocab/film/film_subject/films>  ?g   => ?a  <http://bias.org/vocab/film/film_subject/films>  ?b,0.016528926,1,1,12,12,12,?b
?g  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b  ?g  <http://bias.org/vocab/location/hud_county_place/place>  ?a   => ?a  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b,0.957446809,1,1,225,225,225,?a
?h  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b  ?a  <http://bias.org/vocab/location/us_county/county_seat>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.022292994,0.085365854,1,7,82,7,?a
?g  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b  ?g  <http://bias.org/vocab/location/hud_county_place/county>  ?a   => ?a  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b,0.042553191,0.076923077,1,10,130,10,?a
?g  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b  ?g  <http://bias.org/vocab/location/us_county/county_seat>  ?a   => ?a  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b,0.042553191,1,1,10,10,10,?a
?h  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b  ?a  <http://bias.org/vocab/location/us_county/county_seat>  ?h   => ?a  <http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed>  ?b,0.042553191,0.066225166,1,10,151,10,?a
?g  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?b  ?a  <http://bias.org/vocab/film/film_subject/films>  ?g   => ?a  <http://bias.org/vocab/film/film_subject/films>  ?b,0.022038567,0.103225806,0.275862069,16,155,58,?b
?b  <http://bias.org/vocab/location/location/contains>  ?a  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.016908213,0.065420561,0.875,7,107,8,?a
?a  <http://bias.org/vocab/location/location/contains>  ?h  ?h  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/state_province_region>  ?b   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.337579618,0.235033259,0.990654206,106,451,107,?a
?b  <http://bias.org/vocab/location/country/capital>  ?h  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/citytown>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.031400966,0.040752351,0.295454545,13,319,44,?a
?h  <http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_parent>  ?b  ?a  <http://bias.org/vocab/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.015923567,0.046728972,0.15625,5,107,32,?a
?h  <http://bias.org/vocab/location/location/contains>  ?a  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.433121019,0.017970402,0.147505423,136,7568,922,?a
?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?h  ?b  <http://bias.org/vocab/location/location/adjoin_s./location/adjoining_relationship/adjoins>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.34057971,0.117597998,0.117597998,141,1199,1199,?a
?b  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?h  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.041062802,0.087179487,0.80952381,17,195,21,?a
?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?h  ?b  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.280193237,0.544600939,0.544600939,116,213,213,?a
?b  <http://bias.org/vocab/location/location/contains>  ?h  ?a  <http://bias.org/vocab/organization/organization/place_founded>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.065217391,0.096774194,0.321428571,27,279,84,?a
?h  <http://bias.org/vocab/education/educational_institution/campuses>  ?a  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.033816425,0.010408922,0.28,14,1345,50,?a
?h  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?a  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.031400966,0.009672619,0.270833333,13,1344,48,?a
?a  <http://bias.org/vocab/education/educational_institution/campuses>  ?h  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.033816425,0.010408922,0.28,14,1345,50,?a
?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?h  ?b  <http://bias.org/vocab/location/hud_county_place/place>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.019323671,1,1,8,8,8,?a
?b  <http://bias.org/vocab/location/country/second_level_divisions>  ?h  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/citytown>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.016908213,0.08974359,0.636363636,7,78,11,?a
?b  <http://bias.org/vocab/location/location/contains>  ?h  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/state_province_region>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.185990338,0.054149086,0.405263158,77,1422,190,?a
?b  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?h  ?h  <http://bias.org/vocab/location/location/contains>  ?a   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.028985507,0.005615349,0.75,12,2137,16,?a
?b  <http://bias.org/vocab/location/location/contains>  ?h  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/citytown>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.217391304,0.045941807,0.308219178,90,1959,292,?a
?a  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?h  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.031400966,0.009672619,0.270833333,13,1344,48,?a
?h  <http://bias.org/vocab/location/administrative_division/country>  ?b  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/citytown>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.094202899,0.148854962,0.829787234,39,262,47,?a
?h  <http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_parent>  ?b  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/citytown>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.019323671,0.03187251,0.19047619,8,251,42,?a
?h  <http://bias.org/vocab/location/administrative_division/country>  ?b  ?a  <http://bias.org/vocab/organization/organization/place_founded>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.02173913,0.28125,0.75,9,32,12,?a
?h  <http://bias.org/vocab/base/biblioness/bibs_location/country>  ?b  ?a  <http://bias.org/vocab/organization/organization/place_founded>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.04589372,0.240506329,0.76,19,79,25,?a
?h  <http://bias.org/vocab/base/biblioness/bibs_location/country>  ?b  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/citytown>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.132850242,0.091973244,0.743243243,55,598,74,?a
?a  <http://bias.org/vocab/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division>  ?h  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/biblioness/bibs_location/state>  ?b,0.24522293,0.202099738,0.463855422,77,381,166,?a
?h  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b  ?a  <http://bias.org/vocab/organization/organization/child./organization/organization_relationship/child>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.024154589,0.303030303,0.526315789,10,33,19,?a
?a  <http://bias.org/vocab/organization/organization/child./organization/organization_relationship/child>  ?h  ?h  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.019323671,0.380952381,1,8,21,8,?a
?h  <http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_parent>  ?b  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/state_province_region>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.185990338,0.125,0.905882353,77,616,85,?a
?h  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b  ?a  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.060386473,1,1,25,25,25,?a
?h  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b  ?a  <http://bias.org/vocab/education/educational_institution/campuses>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.060386473,1,1,25,25,25,?a
?a  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?h  ?h  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.016908213,0.067961165,0.875,7,103,8,?a
?a  <http://bias.org/vocab/education/educational_institution/campuses>  ?h  ?h  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.016908213,0.067961165,0.875,7,103,8,?a
?h  <http://bias.org/vocab/base/biblioness/bibs_location/country>  ?b  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/state_province_region>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.178743961,0.123539232,0.925,74,599,80,?a
?h  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.041062802,0.087179487,0.80952381,17,195,21,?a
?h  <http://bias.org/vocab/location/location/contains>  ?a  ?b  <http://bias.org/vocab/location/location/contains>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.048309179,0.002642706,0.222222222,20,7568,90,?a
?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?h  ?h  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.280193237,0.950819672,0.950819672,116,122,122,?a
?a  <http://bias.org/vocab/education/educational_institution/students_graduates./education/education/student>  ?h  ?h  <http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.014492754,0.048780488,0.545454545,6,123,11,?a
?h  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?b  ?a  <http://bias.org/vocab/organization/organization_member/member_of./organization/organization_membership/organization>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.033816425,0.153846154,1,14,91,14,?a
?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?h  ?h  <http://bias.org/vocab/location/location/adjoin_s./location/adjoining_relationship/adjoins>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.326086957,0.108783239,0.108783239,135,1241,1241,?a
?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?h  ?h  <http://bias.org/vocab/location/hud_county_place/place>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.019323671,1,1,8,8,8,?a
?h  <http://bias.org/vocab/location/administrative_division/first_level_division_of>  ?b  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/state_province_region>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.154589372,0.124031008,0.901408451,64,516,71,?a
?h  <http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_parent>  ?b  ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.04589372,0.28358209,0.28358209,19,67,67,?a
?a  <http://bias.org/vocab/music/record_label/artist>  ?h  ?h  <http://bias.org/vocab/people/person/nationality>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.012077295,0.009784736,0.15625,5,511,32,?a
?g  <http://bias.org/vocab/organization/organization_founder/organizations_founded>  ?a  ?g  <http://bias.org/vocab/people/person/nationality>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.012077295,0.037037037,0.5,5,135,10,?a
?g  <http://bias.org/vocab/people/person/employment_history./business/employment_tenure/company>  ?a  ?g  <http://bias.org/vocab/people/person/nationality>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.065217391,0.089700997,0.692307692,27,301,39,?a
?g  <http://bias.org/vocab/film/film/country>  ?b  ?g  <http://bias.org/vocab/film/film/production_companies>  ?a   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.016908213,0.016018307,0.170731707,7,437,41,?a
?g  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b  ?g  <http://bias.org/vocab/education/educational_institution/campuses>  ?a   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.060386473,1,1,25,25,25,?a
?h  <http://bias.org/vocab/film/film/country>  ?b  ?a  <http://bias.org/vocab/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.014492754,0.009538951,0.133333333,6,629,45,?a
?g  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b  ?g  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?a   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.060386473,1,1,25,25,25,?a
?g  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b  ?g  <http://bias.org/vocab/organization/organization/child./organization/organization_relationship/child>  ?a   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.026570048,0.082089552,0.379310345,11,134,29,?a
?a  <http://bias.org/vocab/education/educational_institution/students_graduates./education/education/student>  ?h  ?h  <http://bias.org/vocab/people/person/nationality>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.050724638,0.020895522,0.333333333,21,1005,63,?a
?g  <http://bias.org/vocab/education/educational_institution/campuses>  ?a  ?g  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.016908213,0.067961165,0.875,7,103,8,?a
?g  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?a  ?g  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.016908213,0.067961165,0.875,7,103,8,?a
?g  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b  ?g  <http://bias.org/vocab/location/location/contains>  ?a   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.028985507,0.009646302,0.923076923,12,1244,13,?a
?a  <http://bias.org/vocab/film/film/country>  ?b  ?b  <http://bias.org/vocab/media_common/netflix_genre/titles>  ?a   => ?a  <http://bias.org/vocab/film/film/distributors./film/film_film_distributor_relationship/region>  ?b,0.02247191,0.024691358,0.666666667,4,162,6,?a
?g  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?a  ?g  <http://bias.org/vocab/film/film/country>  ?b   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.016908213,0.003240741,0.368421053,7,2160,19,?a
?h  <http://bias.org/vocab/location/administrative_division/country>  ?b  ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/state_province_region>  ?h   => ?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b,0.171497585,0.12305026,0.946666667,71,577,75,?a
