Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <http://bias.org/vocab/previousWork>  ?h  ?h  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b,0.023923445,0.535714286,1,15,28,15,?a
?a  <http://bias.org/vocab/subsequentWork>  ?h  ?h  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b,0.019138756,0.461538462,1,12,26,12,?a
?g  <http://bias.org/vocab/associatedBand>  ?a  ?g  <http://bias.org/vocab/associatedBand>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.070028011,0.059382423,0.165562914,50,842,302,?a
?a  <http://bias.org/vocab/producer>  ?b  ?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.076045627,0.18018018,0.869565217,20,111,23,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.022813688,0.035714286,0.6,6,168,10,?a
?h  <http://bias.org/vocab/foundedBy>  ?b  ?a  <http://bias.org/vocab/recordLabel>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.011406844,0.15,1,3,20,3,?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.019011407,0.028571429,0.5,5,175,10,?a
?h  <http://bias.org/vocab/musicalBand>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.057034221,0.681818182,0.9375,15,22,16,?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.075630252,0.157894737,0.166666667,54,342,324,?a
?g  <http://bias.org/vocab/subsequentWork>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b,0.022328549,0.4375,1,14,32,14,?a
?h  <http://bias.org/vocab/musicalArtist>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.049429658,0.65,0.928571429,13,20,14,?a
?h  <http://bias.org/vocab/musicalArtist>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.072243346,0.76,0.95,19,25,20,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.045627376,0.116504854,0.363636364,12,103,33,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.038022814,1,1,10,10,10,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.011406844,0.130434783,0.75,3,23,4,?a
?b  <http://bias.org/vocab/formerBandMember>  ?h  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.022813688,0.857142857,0.857142857,6,7,7,?a
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b,0.020733652,0.464285714,1,13,28,13,?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.034220532,0.091836735,0.321428571,9,98,28,?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.011406844,0.428571429,1,3,7,3,?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.038022814,0.285714286,0.303030303,10,35,33,?a
?h  <http://bias.org/vocab/musicalBand>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.068441065,0.72,0.9,18,25,20,?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.038022814,0.285714286,0.285714286,10,35,35,?a
?h  <http://bias.org/vocab/formerBandMember>  ?b  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.022813688,0.2,0.2,6,30,30,?a
?a  <http://bias.org/vocab/album>  ?g  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.015209125,0.166666667,0.8,4,24,5,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.022813688,0.092307692,0.101694915,6,65,59,?a
?h  <http://bias.org/vocab/producer>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.015209125,0.111111111,1,4,36,4,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.030418251,0.125,0.125,8,64,64,?a
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.022813688,0.162162162,1,6,37,6,?a
?g  <http://bias.org/vocab/musicalBand>  ?b  ?g  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.068441065,0.9,0.947368421,18,20,19,?a
?g  <http://bias.org/vocab/musicalBand>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.057034221,0.75,0.9375,15,20,16,?a
?a  <http://bias.org/vocab/subsequentWork>  ?h  ?h  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.011406844,0.115384615,0.75,3,26,4,?a
?a  <http://bias.org/vocab/previousWork>  ?h  ?h  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.019011407,0.15625,1,5,32,5,?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.060836502,0.888888889,0.941176471,16,18,17,?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.064638783,0.772727273,0.944444444,17,22,18,?a
?a  <http://bias.org/vocab/album>  ?g  ?g  <http://bias.org/vocab/artist>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.041825095,0.733333333,1,11,15,11,?a
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.015209125,0.142857143,0.8,4,28,5,?a
?h  <http://bias.org/vocab/family>  ?b  ?a  <http://bias.org/vocab/genus>  ?h   => ?a  <http://bias.org/vocab/family>  ?b,0.033898305,0.75,0.8,12,16,15,?a
?a  <http://bias.org/vocab/musicalArtist>  ?b  ?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.285171103,0.9375,1,75,80,75,?a
?g  <http://bias.org/vocab/family>  ?b  ?g  <http://bias.org/vocab/genus>  ?a   => ?a  <http://bias.org/vocab/family>  ?b,0.014124294,0.833333333,0.833333333,5,6,6,?a
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/knownFor>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b,0.010752688,0.666666667,1,2,3,2,?a
?a  <http://bias.org/vocab/previousWork>  ?h  ?h  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.015209125,0.142857143,0.8,4,28,5,?a
?b  <http://bias.org/vocab/formerBandMember>  ?h  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.022813688,0.857142857,0.857142857,6,7,7,?a
?h  <http://bias.org/vocab/formerBandMember>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.022813688,0.193548387,0.2,6,31,30,?a
?g  <http://bias.org/vocab/producer>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.015209125,0.111111111,1,4,36,4,?a
?g  <http://bias.org/vocab/subsequentWork>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.019011407,0.15625,0.625,5,32,8,?a
?a  <http://bias.org/vocab/deathPlace>  ?b  ?a  <http://bias.org/vocab/residence>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b,0.02688172,0.172413793,1,5,29,5,?a
?h  <http://bias.org/vocab/country>  ?b  ?a  <http://bias.org/vocab/deathPlace>  ?h   => ?a  <http://bias.org/vocab/nationality>  ?b,0.010752688,0.117647059,1,2,17,2,?a
?g  <http://bias.org/vocab/family>  ?a  ?g  <http://bias.org/vocab/family>  ?b   => ?a  <http://bias.org/vocab/family>  ?b,0.02259887,0.070175439,0.533333333,8,114,15,?a
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/residence>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b,0.075268817,0.233333333,1,14,60,14,?a
?a  <http://bias.org/vocab/birthPlace>  ?h  ?h  <http://bias.org/vocab/country>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b,0.016129032,0.039473684,1,3,76,3,?a
?a  <http://bias.org/vocab/almaMater>  ?h  ?h  <http://bias.org/vocab/country>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b,0.016129032,0.5,1,3,6,3,?a
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/deathPlace>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b,0.096774194,0.086538462,0.947368421,18,208,19,?a
?h  <http://bias.org/vocab/family>  ?b  ?a  <http://bias.org/vocab/family>  ?h   => ?a  <http://bias.org/vocab/family>  ?b,0.028248588,0.243902439,0.243902439,10,41,41,?a
?h  <http://bias.org/vocab/previousWork>  ?a  ?b  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.017412935,0.259259259,1,7,27,7,?a
?a  <http://bias.org/vocab/musicalBand>  ?h  ?b  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.012437811,0.02283105,0.15625,5,219,32,?a
?b  <http://bias.org/vocab/previousWork>  ?a  ?b  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.014925373,1,1,6,6,6,?a
?b  <http://bias.org/vocab/previousWork>  ?a  ?a  <http://bias.org/vocab/subsequentWork>  ?b   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.014925373,0.01863354,0.260869565,6,322,23,?a
?a  <http://bias.org/vocab/producer>  ?h  ?b  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.012437811,0.00723589,0.108695652,5,691,46,?a
?b  <http://bias.org/vocab/musicalBand>  ?h  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.014925373,0.02739726,0.3,6,219,20,?a
?g  <http://bias.org/vocab/relative>  ?a  ?g  <http://bias.org/vocab/stateOfOrigin>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b,0.010752688,1,1,2,2,2,?a
?h  <http://bias.org/vocab/country>  ?b  ?a  <http://bias.org/vocab/residence>  ?h   => ?a  <http://bias.org/vocab/nationality>  ?b,0.010752688,0.666666667,1,2,3,2,?a
?a  <http://bias.org/vocab/musicalBand>  ?h  ?b  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.044776119,0.02917342,0.3,18,617,60,?a
?b  <http://bias.org/vocab/musicalArtist>  ?h  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.014925373,0.02764977,0.3,6,217,20,?a
?a  <http://bias.org/vocab/musicalArtist>  ?h  ?b  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.039800995,0.026622296,0.307692308,16,601,52,?a
?g  <http://bias.org/vocab/country>  ?b  ?g  <http://bias.org/vocab/starring>  ?a   => ?a  <http://bias.org/vocab/nationality>  ?b,0.016129032,0.130434783,1,3,23,3,?a
?b  <http://bias.org/vocab/previousWork>  ?h  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.014925373,0.222222222,0.75,6,27,8,?a
?a  <http://bias.org/vocab/artist>  ?h  ?b  <http://bias.org/vocab/artist>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.012437811,0.012468828,0.25,5,401,20,?a
?a  <http://bias.org/vocab/subsequentWork>  ?h  ?b  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.019900498,0.01937046,0.222222222,8,413,36,?a
?h  <http://bias.org/vocab/subsequentWork>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.014925373,0.157894737,0.75,6,38,8,?a
?a  <http://bias.org/vocab/writer>  ?h  ?b  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.032338308,0.008718981,0.123809524,13,1491,105,?a
?h  <http://bias.org/vocab/previousWork>  ?a  ?b  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.014925373,0.018575851,0.260869565,6,323,23,?a
?a  <http://bias.org/vocab/album>  ?h  ?b  <http://bias.org/vocab/album>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.014925373,0.032085561,0.315789474,6,187,19,?a
?a  <http://bias.org/vocab/musicalArtist>  ?h  ?b  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.042288557,0.027375201,0.326923077,17,621,52,?a
?b  <http://bias.org/vocab/musicalArtist>  ?h  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.047263682,0.031613977,0.339285714,19,601,56,?a
?a  <http://bias.org/vocab/producer>  ?h  ?b  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.049751244,0.006112469,0.113636364,20,3272,176,?a
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/subsequentWork>  ?b   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.014925373,0.171428571,1,6,35,6,?a
?h  <http://bias.org/vocab/previousWork>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.019900498,0.024767802,0.32,8,323,25,?a
?a  <http://bias.org/vocab/previousWork>  ?h  ?b  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.014925373,0.222222222,0.222222222,6,27,27,?a
?a  <http://bias.org/vocab/country>  ?h  ?h  <http://bias.org/vocab/officialLanguage>  ?b   => ?a  <http://bias.org/vocab/language>  ?b,0.046587216,0.518072289,0.955555556,43,83,45,?a
?g  <http://bias.org/vocab/previousWork>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?g   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.017412935,0.259259259,0.259259259,7,27,27,?a
?h  <http://bias.org/vocab/subsequentWork>  ?a  ?b  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.017412935,0.184210526,0.28,7,38,25,?a
?a  <http://bias.org/vocab/network>  ?h  ?h  <http://bias.org/vocab/pictureFormat>  ?b   => ?a  <http://bias.org/vocab/format>  ?b,0.027210884,0.279069767,1,12,43,12,?a
?h  <http://bias.org/vocab/format>  ?b  ?a  <http://bias.org/vocab/starring>  ?h   => ?a  <http://bias.org/vocab/format>  ?b,0.011337868,1,1,5,5,5,?a
?g  <http://bias.org/vocab/class>  ?b  ?g  <http://bias.org/vocab/order>  ?a   => ?a  <http://bias.org/vocab/class>  ?b,0.012113055,0.75,1,9,12,9,?a
?g  <http://bias.org/vocab/language>  ?b  ?g  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/language>  ?b,0.01191766,0.733333333,0.916666667,11,15,12,?a
?g  <http://bias.org/vocab/format>  ?b  ?g  <http://bias.org/vocab/starring>  ?a   => ?a  <http://bias.org/vocab/format>  ?b,0.011337868,0.208333333,1,5,24,5,?a
?a  <http://bias.org/vocab/ground>  ?h  ?b  <http://bias.org/vocab/isPartOf>  ?h   => ?a  <http://bias.org/vocab/ground>  ?b,0.028037383,0.130434783,0.130434783,3,23,23,?a
?h  <http://bias.org/vocab/class>  ?b  ?a  <http://bias.org/vocab/family>  ?h   => ?a  <http://bias.org/vocab/class>  ?b,0.141318977,0.889830508,1,105,118,105,?a
?g  <http://bias.org/vocab/previousWork>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.019900498,0.228571429,0.32,8,35,25,?a
?g  <http://bias.org/vocab/class>  ?b  ?g  <http://bias.org/vocab/family>  ?a   => ?a  <http://bias.org/vocab/class>  ?b,0.061911171,0.901960784,0.978723404,46,51,47,?a
?h  <http://bias.org/vocab/ground>  ?b  ?a  <http://bias.org/vocab/predecessor>  ?h   => ?a  <http://bias.org/vocab/ground>  ?b,0.028037383,1,1,3,3,3,?a
?h  <http://bias.org/vocab/homeStadium>  ?b  ?a  <http://bias.org/vocab/predecessor>  ?h   => ?a  <http://bias.org/vocab/ground>  ?b,0.028037383,1,1,3,3,3,?a
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/previousWork>  ?b   => ?a  <http://bias.org/vocab/previousWork>  ?b,0.017412935,0.0175,0.259259259,7,400,27,?a
?h  <http://bias.org/vocab/language>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/language>  ?b,0.01191766,0.785714286,0.916666667,11,14,12,?a
?a  <http://bias.org/vocab/language>  ?h  ?b  <http://bias.org/vocab/officialLanguage>  ?h   => ?a  <http://bias.org/vocab/location>  ?b,0.020833333,0.001960235,0.189189189,7,3571,37,?a
?g  <http://bias.org/vocab/country>  ?b  ?a  <http://bias.org/vocab/location>  ?g   => ?a  <http://bias.org/vocab/location>  ?b,0.017857143,0.75,0.75,6,8,8,?a
?h  <http://bias.org/vocab/format>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/format>  ?b,0.027210884,0.6,1,12,20,12,?a
?h  <http://bias.org/vocab/class>  ?b  ?a  <http://bias.org/vocab/order>  ?h   => ?a  <http://bias.org/vocab/class>  ?b,0.040376851,0.769230769,1,30,39,30,?a
?g  <http://bias.org/vocab/homeStadium>  ?b  ?g  <http://bias.org/vocab/predecessor>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b,0.028037383,1,1,3,3,3,?a
?g  <http://bias.org/vocab/homeStadium>  ?b  ?g  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b,0.028037383,1,1,3,3,3,?a
?h  <http://bias.org/vocab/format>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/format>  ?b,0.027210884,0.545454545,1,12,22,12,?a
?g  <http://bias.org/vocab/ground>  ?b  ?g  <http://bias.org/vocab/predecessor>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b,0.028037383,0.75,1,3,4,3,?a
?g  <http://bias.org/vocab/birthPlace>  ?b  ?g  <http://bias.org/vocab/team>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b,0.08411215,0.027777778,0.272727273,9,324,33,?a
?g  <http://bias.org/vocab/ground>  ?b  ?g  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b,0.028037383,1,1,3,3,3,?a
?g  <http://bias.org/vocab/format>  ?b  ?g  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/format>  ?b,0.027210884,0.631578947,1,12,19,12,?a
?g  <http://bias.org/vocab/format>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/format>  ?b,0.027210884,0.571428571,1,12,21,12,?a
?h  <http://bias.org/vocab/homeStadium>  ?b  ?a  <http://bias.org/vocab/successor>  ?h   => ?a  <http://bias.org/vocab/ground>  ?b,0.028037383,1,1,3,3,3,?a
?h  <http://bias.org/vocab/ground>  ?b  ?a  <http://bias.org/vocab/successor>  ?h   => ?a  <http://bias.org/vocab/ground>  ?b,0.028037383,0.75,1,3,4,3,?a
?b  <http://bias.org/vocab/bandMember>  ?a  ?a  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.06557377,0.163265306,0.888888889,8,49,9,?b
?g  <http://bias.org/vocab/country>  ?b  ?a  <http://bias.org/vocab/ground>  ?g   => ?a  <http://bias.org/vocab/ground>  ?b,0.018691589,0.666666667,0.666666667,2,3,3,?a
?b  <http://bias.org/vocab/bandMember>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.06557377,0.666666667,1,8,12,8,?b
?a  <http://bias.org/vocab/ground>  ?h  ?h  <http://bias.org/vocab/isPartOf>  ?b   => ?a  <http://bias.org/vocab/ground>  ?b,0.028037383,0.428571429,0.428571429,3,7,7,?a
?a  <http://bias.org/vocab/bandMember>  ?b  ?b  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.06557377,1,1,8,8,8,?b
?h  <http://bias.org/vocab/bandMember>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.06557377,0.727272727,0.8,8,11,10,?b
?a  <http://bias.org/vocab/almaMater>  ?h  ?h  <http://bias.org/vocab/state>  ?b   => ?a  <http://bias.org/vocab/deathPlace>  ?b,0.019886364,0.5,1,14,28,14,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.040983607,0.063291139,0.333333333,5,79,15,?b
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/residence>  ?b   => ?a  <http://bias.org/vocab/deathPlace>  ?b,0.018465909,0.216666667,0.866666667,13,60,15,?a
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/nationality>  ?b   => ?a  <http://bias.org/vocab/deathPlace>  ?b,0.025568182,0.290322581,1,18,62,18,?a
?a  <http://bias.org/vocab/bandMember>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.06557377,0.19047619,1,8,42,8,?b
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.040983607,0.064102564,0.3125,5,78,16,?b
?a  <http://bias.org/vocab/formerBandMember>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.295081967,0.3,0.947368421,36,120,38,?b
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.040983607,0.185185185,0.625,5,27,8,?b
?b  <http://bias.org/vocab/associatedBand>  ?h  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.040983607,0.185185185,0.714285714,5,27,7,?b
?b  <http://bias.org/vocab/bandMember>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.06557377,0.5,0.8,8,16,10,?b
?h  <http://bias.org/vocab/formerBandMember>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.295081967,0.837209302,0.87804878,36,43,41,?b
?g  <http://bias.org/vocab/country>  ?b  ?a  <http://bias.org/vocab/deathPlace>  ?g   => ?a  <http://bias.org/vocab/deathPlace>  ?b,0.014204545,0.588235294,0.588235294,10,17,17,?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.040983607,0.013850416,0.263157895,5,361,19,?b
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.049180328,0.015831135,0.285714286,6,379,21,?b
?b  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.06557377,0.022792023,0.380952381,8,351,21,?b
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.057377049,0.020467836,0.368421053,7,342,19,?b
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.073770492,0.214285714,1,9,42,9,?b
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.081967213,0.185185185,0.909090909,10,54,11,?b
?h  <http://bias.org/vocab/bandMember>  ?a  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.06557377,0.148148148,0.727272727,8,54,11,?b
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.016393443,0.032258065,0.5,2,62,4,?b
?a  <http://bias.org/vocab/bandMember>  ?h  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.06557377,0.041025641,0.888888889,8,195,9,?b
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.016393443,0.028169014,0.5,2,71,4,?b
